,ticker,fiscal_year,current_liabilities,current_assets,fixed_assets,other_than_fixed_noncurrent_assets,equity,liabilities_and_equity,equity_attributable_to_parent,equity_attributable_to_noncontrolling_interest,assets,noncurrent_liabilities,liabilities,noncurrent_assets,commitments_and_contingencies,temporary_equity_attributable_to_parent,temporary_equity,redeemable_noncontrolling_interest_preferred,redeemable_noncontrolling_interest,redeemable_noncontrolling_interest_other,redeemable_noncontrolling_interest_common
0001574540:2014:FY,DOC,2014,242364000.0,811573000.0,,,569209000.0,811573000.0,534730000.0,34479000.0,811573000.0,0.0,242364000.0,0.0,,,,,,,
0001574540:2015:FY,DOC,2015,541450000.0,1644871000.0,,,1076461000.0,1644871000.0,1021132000.0,55329000.0,1644871000.0,0.0,541450000.0,0.0,,,26960000.0,,26960000.0,,26960000.0
0001574540:2016:FY,DOC,2016,1079297000.0,2888092000.0,,,1782318000.0,2888092000.0,1738451000.0,43867000.0,2888092000.0,0.0,1079297000.0,0.0,,,26477000.0,26477000.0,26477000.0,,
0001574540:2017:FY,DOC,2017,1604402000.0,4164383000.0,,,2547634000.0,4164383000.0,2473172000.0,74462000.0,4164383000.0,0.0,1604402000.0,0.0,,,12347000.0,12347000.0,12347000.0,,
0001574540:2018:FY,DOC,2018,1670427000.0,4142834000.0,,,2447660000.0,4142834000.0,2379505000.0,68155000.0,4142834000.0,0.0,1670427000.0,0.0,,,24747000.0,24747000.0,24747000.0,,
0001574540:2019:FY,DOC,2019,1837697000.0,4346581000.0,,,2480984000.0,4346581000.0,2408948000.0,72036000.0,4346581000.0,0.0,1837697000.0,0.0,,,27900000.0,27900000.0,27900000.0,,
0001574540:2020:FY,DOC,2020,1670659000.0,4413950000.0,,,2715002000.0,4413950000.0,2641297000.0,73705000.0,4413950000.0,0.0,1670659000.0,0.0,,,28289000.0,28289000.0,28289000.0,,
0001574540:2021:FY,DOC,2021,2188595000.0,5182709000.0,,,2987033000.0,5182709000.0,2836308000.0,150725000.0,5182709000.0,0.0,2188595000.0,0.0,,,7081000.0,7081000.0,7081000.0,,
0001582961:2021:FY,DOCN,2021,58239000.0,1770056000.0,249643000.0,81296000.0,578197000.0,2100995000.0,578197000.0,0.0,2100995000.0,1464559000.0,1522798000.0,330939000.0,,0.0,0.0,,,,
0001516513:2022:FY,DOCS,2022,111282000.0,904137000.0,8488000.0,78732000.0,878594000.0,991357000.0,878594000.0,0.0,991357000.0,1481000.0,112763000.0,87220000.0,,0.0,0.0,,,,
0001261333:2019:FY,DOCU,2019,516313000.0,984521000.0,75832000.0,555064000.0,614362000.0,1615417000.0,614362000.0,0.0,1615417000.0,484742000.0,1001055000.0,630896000.0,,0.0,0.0,,,,
0001261333:2020:FY,DOCU,2020,693965000.0,943890000.0,128293000.0,818955000.0,546327000.0,1891138000.0,546327000.0,0.0,1891138000.0,650846000.0,1344811000.0,947248000.0,,,,,,,
0001261333:2021:FY,DOCU,2021,1093173000.0,1162348000.0,165039000.0,1009120000.0,325737000.0,2336507000.0,325737000.0,0.0,2336507000.0,914207000.0,2007380000.0,1174159000.0,,3390000.0,3390000.0,,,,
0001261333:2022:FY,DOCU,2022,1371639000.0,1319596000.0,184664000.0,1037005000.0,275503000.0,2541265000.0,275503000.0,0.0,2541265000.0,894123000.0,2265762000.0,1221669000.0,,0.0,0.0,,,,
0001722438:2021:FY,DOMA,2021,304997000.0,655921000.0,45953000.0,-45953000.0,350924000.0,655921000.0,350924000.0,0.0,655921000.0,0.0,304997000.0,0.0,,,,,,,
0001505952:2019:FY,DOMO,2019,139707000.0,246754000.0,12595000.0,33283000.0,44527000.0,292632000.0,44527000.0,0.0,292632000.0,108398000.0,248105000.0,45878000.0,,0.0,0.0,,,,
0001505952:2020:FY,DOMO,2020,154061000.0,172262000.0,12816000.0,31660000.0,-49180000.0,216738000.0,-49180000.0,0.0,216738000.0,111857000.0,265918000.0,44476000.0,,,,,,,
0001505952:2021:FY,DOMO,2021,185922000.0,165176000.0,14745000.0,36517000.0,-83459000.0,216438000.0,-83459000.0,0.0,216438000.0,113975000.0,299897000.0,51262000.0,,,,,,,
0001505952:2022:FY,DOMO,2022,236520000.0,173102000.0,17584000.0,53903000.0,-125978000.0,244589000.0,-125978000.0,0.0,244589000.0,134047000.0,370567000.0,71487000.0,,,,,,,
0000893691:2013:FY,DOOR,2013,228592000.0,623744000.0,630279000.0,337122000.0,825562000.0,1591145000.0,796724000.0,28838000.0,1591145000.0,536991000.0,765583000.0,967401000.0,,,,,,,
0000893691:2014:FY,DOOR,2014,237241000.0,713343000.0,576234000.0,356974000.0,735499000.0,1646551000.0,709434000.0,26065000.0,1646551000.0,673811000.0,911052000.0,933208000.0,,,,,,,
0000893691:2015:FY,DOOR,2015,232518000.0,558946000.0,534234000.0,405969000.0,655566000.0,1499149000.0,642387000.0,13179000.0,1499149000.0,611065000.0,843583000.0,940203000.0,,,,,,,
0000893691:2017:FY,DOOR,2017,222125000.0,721870000.0,573559000.0,384829000.0,735902000.0,1680258000.0,722629000.0,13273000.0,1680258000.0,722231000.0,944356000.0,958388000.0,,,,,,,
0000893691:2018:FY,DOOR,2018,245306000.0,696593000.0,609753000.0,472119000.0,622305000.0,1778465000.0,610440000.0,11865000.0,1778465000.0,910854000.0,1156160000.0,1081872000.0,,,,,,,
0000893691:2019:FY,DOOR,2019,267667000.0,734055000.0,625585000.0,576944000.0,636862000.0,1936584000.0,624882000.0,11980000.0,1936584000.0,1032055000.0,1299722000.0,1202529000.0,,,,,,,
0000893691:2020:FY,DOOR,2020,386013000.0,970366000.0,625126000.0,542268000.0,695117000.0,2137760000.0,684957000.0,10160000.0,2137760000.0,1056630000.0,1442643000.0,1167394000.0,,,,,,,
0000893691:2022:FY,DOOR,2022,384639000.0,1134126000.0,626797000.0,485695000.0,699778000.0,2246618000.0,688239000.0,11539000.0,2246618000.0,1162201000.0,1546840000.0,1112492000.0,,,,,,,
0000868780:2011:FY,DORM,2011,44553000.0,310153000.0,38904000.0,27636000.0,317103000.0,376693000.0,317103000.0,0.0,376693000.0,15037000.0,59590000.0,66540000.0,,,,,,,
0000868780:2012:FY,DORM,2012,57311000.0,329675000.0,48758000.0,27876000.0,332872000.0,406309000.0,332872000.0,0.0,406309000.0,16126000.0,73437000.0,76634000.0,,,,,,,
0000868780:2013:FY,DORM,2013,91738000.0,432440000.0,64786000.0,31943000.0,413641000.0,529169000.0,413641000.0,0.0,529169000.0,23790000.0,115528000.0,96729000.0,,,,,,,
0000868780:2014:FY,DORM,2014,90833000.0,455464000.0,82270000.0,42634000.0,462061000.0,580368000.0,462061000.0,0.0,580368000.0,27474000.0,118307000.0,124904000.0,,,,,,,
0000868780:2015:FY,DORM,2015,98570000.0,478633000.0,87046000.0,56186000.0,518036000.0,621865000.0,518036000.0,0.0,621865000.0,5259000.0,103829000.0,143232000.0,,,,,,,
0000868780:2016:FY,DORM,2016,103848000.0,551614000.0,88436000.0,71742000.0,601642000.0,711792000.0,601642000.0,0.0,711792000.0,6302000.0,110150000.0,160178000.0,,,,,,,
0000868780:2017:FY,DORM,2017,110781000.0,532849000.0,92692000.0,140383000.0,634807000.0,765924000.0,634807000.0,0.0,765924000.0,20336000.0,131117000.0,233075000.0,,,,,,,
0000868780:2018:FY,DORM,2018,141590000.0,629728000.0,98647000.0,159182000.0,727623000.0,887557000.0,727623000.0,0.0,887557000.0,18344000.0,159934000.0,257829000.0,,,,,,,
0000868780:2019:FY,DORM,2019,220502000.0,754590000.0,101837000.0,184645000.0,773584000.0,1041072000.0,773584000.0,0.0,1041072000.0,46986000.0,267488000.0,286482000.0,,,,,,,
0000868780:2020:FY,DORM,2020,322645000.0,922931000.0,91009000.0,206721000.0,853559000.0,1220661000.0,853559000.0,0.0,1220661000.0,44457000.0,367102000.0,297730000.0,,,,,,,
0000868780:2021:FY,DORM,2021,665048000.0,1076582000.0,114864000.0,481673000.0,932736000.0,1673119000.0,932736000.0,0.0,1673119000.0,75335000.0,740383000.0,596537000.0,,,,,,,
0001878897:2021:FY,DOUG,2021,132467000.0,280805000.0,39381000.0,274983000.0,281873000.0,595169000.0,279934000.0,1939000.0,595169000.0,180829000.0,313296000.0,314364000.0,,,,,,,
0000029905:2009:FY,DOV,2009,969176000.0,2522707000.0,828922000.0,4530774000.0,4083608000.0,7882403000.0,4083608000.0,0.0,7882403000.0,2829619000.0,3798795000.0,5359696000.0,,,,,,,
0000029905:2010:FY,DOV,2010,1194386000.0,3261871000.0,847189000.0,4453834000.0,4526562000.0,8562894000.0,4526562000.0,0.0,8562894000.0,2841946000.0,4036332000.0,5301023000.0,,,,,,,
0000029905:2011:FY,DOV,2011,1202981000.0,3397130000.0,1000870000.0,5103450000.0,4930555000.0,9501450000.0,4930555000.0,0.0,9501450000.0,3367914000.0,4570895000.0,6104320000.0,,,,,,,
0000029905:2012:FY,DOV,2012,1986628000.0,3027844000.0,1167052000.0,6249047000.0,4919230000.0,10443943000.0,4919230000.0,0.0,10443943000.0,3538085000.0,5524713000.0,7416099000.0,,,,,,,
0000029905:2013:FY,DOV,2013,1615580000.0,3240162000.0,1182982000.0,6415028000.0,5377396000.0,10838172000.0,5377396000.0,0.0,10838172000.0,3845196000.0,5460776000.0,7598010000.0,,,,,,,
0000029905:2014:FY,DOV,2014,2039354000.0,2896822000.0,837069000.0,5356494000.0,3700725000.0,9090385000.0,3700725000.0,0.0,9090385000.0,3350306000.0,5389660000.0,6193563000.0,,,,,,,
0000029905:2015:FY,DOV,2015,1367182000.0,2420779000.0,854269000.0,5344715000.0,3644575000.0,8619763000.0,3644575000.0,0.0,8619763000.0,3608006000.0,4975188000.0,6198984000.0,,,,,,,
0000029905:2016:FY,DOV,2016,1940318000.0,2589191000.0,945670000.0,6581130000.0,3799746000.0,10115991000.0,3799746000.0,0.0,10115991000.0,4375927000.0,6316245000.0,7526800000.0,,,,,,,
0000029905:2017:FY,DOV,2017,2298193000.0,3207120000.0,999772000.0,6450761000.0,4383180000.0,10657653000.0,4383180000.0,0.0,10657653000.0,3976280000.0,6274473000.0,7450533000.0,,,,,,,
0000029905:2018:FY,DOV,2018,1827421000.0,2503754000.0,806497000.0,5055520000.0,2768666000.0,8365771000.0,2768666000.0,0.0,8365771000.0,3769684000.0,5597105000.0,5862017000.0,,,,,,,
0000029905:2019:FY,DOV,2019,1749891000.0,2548430000.0,842318000.0,5278729000.0,3032660000.0,8669477000.0,3032660000.0,0.0,8669477000.0,3886926000.0,5636817000.0,6121047000.0,,,,,,,
0000029905:2020:FY,DOV,2020,1738798000.0,2619187000.0,897326000.0,5635561000.0,3385773000.0,9152074000.0,3385773000.0,0.0,9152074000.0,4027503000.0,5766301000.0,6532887000.0,,,,,,,
0000029905:2021:FY,DOV,2021,2250341000.0,3061709000.0,957310000.0,6384608000.0,4189528000.0,10403627000.0,4189528000.0,0.0,10403627000.0,3963758000.0,6214099000.0,7341918000.0,,,,,,,
0000029915:2011:FY,DOW,2011,13634000000.0,23422000000.0,17299000000.0,28503000000.0,23291000000.0,69224000000.0,22281000000.0,1010000000.0,69224000000.0,32299000000.0,45933000000.0,45802000000.0,,,147000000.0,,147000000.0,,147000000.0
0000029915:2012:FY,DOW,2012,11493000000.0,23684000000.0,17520000000.0,28401000000.0,21867000000.0,69605000000.0,20877000000.0,990000000.0,69605000000.0,36245000000.0,47738000000.0,45921000000.0,,,147000000.0,,147000000.0,,147000000.0
0000029915:2013:FY,DOW,2013,11971000000.0,24977000000.0,17454000000.0,27070000000.0,27924000000.0,69501000000.0,26898000000.0,1026000000.0,69501000000.0,29606000000.0,41577000000.0,44524000000.0,,,156000000.0,,156000000.0,,156000000.0
0000029915:2014:FY,DOW,2014,11593000000.0,24267000000.0,18051000000.0,26478000000.0,23354000000.0,68796000000.0,22423000000.0,931000000.0,68796000000.0,33849000000.0,45442000000.0,44529000000.0,,,202000000.0,,202000000.0,,202000000.0
0000029915:2015:FY,DOW,2015,11215000000.0,24475000000.0,17854000000.0,25697000000.0,26183000000.0,68026000000.0,25374000000.0,809000000.0,68026000000.0,30628000000.0,41843000000.0,43551000000.0,,,0.0,,0.0,,0.0
0000029915:2016:FY,DOW,2016,12604000000.0,23659000000.0,23486000000.0,32366000000.0,27229000000.0,79511000000.0,25987000000.0,1242000000.0,79511000000.0,39678000000.0,52282000000.0,55852000000.0,,,,,,,
0001751788:2019:FY,DOW,2019,10679000000.0,16815000000.0,20996000000.0,22713000000.0,14094000000.0,60524000000.0,13541000000.0,553000000.0,60524000000.0,35751000000.0,46430000000.0,43709000000.0,,,,,,,
0001751788:2020:FY,DOW,2020,11108000000.0,19084000000.0,20239000000.0,22147000000.0,13005000000.0,61470000000.0,12435000000.0,570000000.0,61470000000.0,37357000000.0,48465000000.0,42386000000.0,,,,,,,
0001751788:2021:FY,DOW,2021,13226000000.0,20848000000.0,20555000000.0,21587000000.0,18739000000.0,62990000000.0,18165000000.0,574000000.0,62990000000.0,31025000000.0,44251000000.0,42142000000.0,,,,,,,
0001286681:2012:FY,DPZ,2012,229498000.0,306267000.0,91445000.0,80485000.0,-1335523000.0,478197000.0,-1335523000.0,0.0,478197000.0,1584222000.0,1813720000.0,80485000.0,,,,,,,
0001286681:2013:FY,DPZ,2013,254611000.0,351540000.0,97584000.0,76131000.0,-1290202000.0,525255000.0,-1290202000.0,0.0,525255000.0,1560846000.0,1815457000.0,76131000.0,,,,,,,
0001286681:2014:FY,DPZ,2014,265608000.0,428361000.0,114046000.0,76873000.0,-1219465000.0,619280000.0,-1219465000.0,0.0,619280000.0,1573137000.0,1838745000.0,76873000.0,,,,,,,
0001286681:2015:FY,DPZ,2015,375983000.0,602637000.0,131890000.0,65318000.0,-1800251000.0,799845000.0,-1800251000.0,0.0,799845000.0,2224113000.0,2600096000.0,197208000.0,,,,,,,
0001286681:2017:FY,DPZ,2017,398285000.0,579780000.0,169586000.0,87387000.0,-2735384000.0,836753000.0,-2735384000.0,0.0,836753000.0,3173852000.0,3572137000.0,256973000.0,,,,,,,
0001286681:2018:FY,DPZ,2018,379743000.0,566951000.0,234939000.0,105495000.0,-3039921000.0,907385000.0,-3039921000.0,0.0,907385000.0,3567563000.0,3947306000.0,340434000.0,,,,,,,
0001286681:2019:FY,DPZ,2019,453831000.0,787617000.0,242881000.0,351594000.0,-3415759000.0,1382092000.0,-3415759000.0,0.0,1382092000.0,4344020000.0,4797851000.0,594475000.0,,,,,,,
0001286681:2020:FY,DPZ,2020,470819000.0,869384000.0,297364000.0,400420000.0,-3300405000.0,1567168000.0,-3300405000.0,0.0,1567168000.0,4396754000.0,4867573000.0,697784000.0,,,,,,,
0001286681:2022:FY,DPZ,2022,590741000.0,860540000.0,324065000.0,487211000.0,-4209536000.0,1671816000.0,-4209536000.0,0.0,1671816000.0,5290611000.0,5881352000.0,811276000.0,,,,,,,
0000783280:2010:FY,DRE,2010,4654373000.0,7644276000.0,,,2989903000.0,7644276000.0,2945610000.0,44293000.0,7644276000.0,0.0,4654373000.0,0.0,,,,,,,
0000783280:2011:FY,DRE,2011,4224779000.0,7004437000.0,,,2779658000.0,7004437000.0,2714686000.0,64972000.0,7004437000.0,0.0,4224779000.0,0.0,,,,,,,
0000783280:2012:FY,DRE,2012,4933983000.0,7560101000.0,,,2626118000.0,7560101000.0,2591414000.0,34704000.0,7560101000.0,0.0,4933983000.0,0.0,,,,,,,
0000783280:2013:FY,DRE,2013,4707985000.0,7752614000.0,,,3044629000.0,7752614000.0,3013243000.0,31386000.0,7752614000.0,0.0,4707985000.0,0.0,,,,,,,
0000783280:2014:FY,DRE,2014,4874959000.0,7754839000.0,,,2879880000.0,7754839000.0,2860325000.0,19555000.0,7754839000.0,0.0,4874959000.0,0.0,,,,,,,
0001003410:2015:FY,DRE,2015,3712312000.0,6917113000.0,,,3204801000.0,6917113000.0,3181932000.0,22869000.0,6917113000.0,0.0,3712312000.0,0.0,,,,,,,
0000783280:2016:FY,DRE,2016,3278709000.0,6772002000.0,,,3493293000.0,6772002000.0,3465818000.0,27475000.0,6772002000.0,0.0,3278709000.0,0.0,,,,,,,
0000783280:2017:FY,DRE,2017,2813818000.0,7388196000.0,,,4574378000.0,7388196000.0,4532844000.0,41534000.0,7388196000.0,0.0,2813818000.0,0.0,,,,,,,
0000783280:2018:FY,DRE,2018,3090781000.0,7804024000.0,,,4713243000.0,7804024000.0,4658201000.0,55042000.0,7804024000.0,0.0,3090781000.0,0.0,,,,,,,
0000783280:2019:FY,DRE,2019,3340302000.0,8420562000.0,,,5080260000.0,8420562000.0,5018115000.0,62145000.0,8420562000.0,0.0,3340302000.0,0.0,,,,,,,
0000783280:2020:FY,DRE,2020,3876946000.0,9111394000.0,,,5234448000.0,9111394000.0,5162972000.0,71476000.0,9111394000.0,0.0,3876946000.0,0.0,,,,,,,
0000783280:2021:FY,DRE,2021,4306694000.0,10445655000.0,,,6138961000.0,10445655000.0,6043751000.0,95210000.0,10445655000.0,0.0,4306694000.0,0.0,,,,,,,
0001298946:2010:FY,DRH,2010,1001092000.0,2414609000.0,2071603000.0,-2071603000.0,1413517000.0,2414609000.0,1413517000.0,0.0,2414609000.0,0.0,1001092000.0,0.0,,,,,,,
0001298946:2011:FY,DRH,2011,1296478000.0,2798635000.0,2234504000.0,-2234504000.0,1502157000.0,2798635000.0,1502157000.0,0.0,2798635000.0,0.0,1296478000.0,0.0,,,,,,,
0001298946:2012:FY,DRH,2012,1248929000.0,2944042000.0,2611454000.0,-2611454000.0,1695113000.0,2944042000.0,1695113000.0,0.0,2944042000.0,0.0,1248929000.0,0.0,,,,,,,
0001298946:2013:FY,DRH,2013,1367081000.0,3047772000.0,2567533000.0,-2567533000.0,1680691000.0,3047772000.0,1680691000.0,0.0,3047772000.0,0.0,1367081000.0,0.0,,,,,,,
0001298946:2014:FY,DRH,2014,1329364000.0,3158351000.0,2764393000.0,-2764393000.0,1828987000.0,3158351000.0,1828987000.0,0.0,3158351000.0,0.0,1329364000.0,0.0,,,,,,,
0001298946:2015:FY,DRH,2015,1495852000.0,3320457000.0,2882176000.0,-2882176000.0,1824605000.0,3320457000.0,1824605000.0,0.0,3320457000.0,0.0,1495852000.0,0.0,,,,,,,
0001298946:2016:FY,DRH,2016,1232676000.0,3069463000.0,2646676000.0,-2646676000.0,1836787000.0,3069463000.0,1836787000.0,0.0,3069463000.0,0.0,1232676000.0,0.0,,,,,,,
0001298946:2017:FY,DRH,2017,1267213000.0,3100858000.0,2692286000.0,-2692286000.0,1833645000.0,3100858000.0,1833645000.0,0.0,3100858000.0,0.0,1267213000.0,0.0,,,,,,,
0001298946:2018:FY,DRH,2018,1306987000.0,3197580000.0,2944617000.0,-2944617000.0,1890593000.0,3197580000.0,1882897000.0,7696000.0,3197580000.0,0.0,1306987000.0,0.0,,,,,,,
0001298946:2019:FY,DRH,2019,1504704000.0,3425766000.0,3026769000.0,-3026769000.0,1921062000.0,3425766000.0,1912490000.0,8572000.0,3425766000.0,0.0,1504704000.0,0.0,,,,,,,
0001298946:2020:FY,DRH,2020,1427848000.0,3146773000.0,2817356000.0,-2817356000.0,1718925000.0,3146773000.0,1711109000.0,7816000.0,3146773000.0,0.0,1427848000.0,0.0,,,,,,,
0001298946:2021:FY,DRH,2021,1444342000.0,2965306000.0,2651444000.0,-2651444000.0,1520964000.0,2965306000.0,1515214000.0,5750000.0,2965306000.0,0.0,1444342000.0,0.0,,,,,,,
0000940944:2010:FY,DRI,2010,1254600000.0,678500000.0,3403700000.0,1165200000.0,1894000000.0,5247400000.0,1894000000.0,0.0,5247400000.0,2098800000.0,3353400000.0,4568900000.0,,,,,,,
0000940944:2011:FY,DRI,2011,1286800000.0,663800000.0,3622000000.0,1180800000.0,1936200000.0,5466600000.0,1936200000.0,0.0,5466600000.0,2243600000.0,3530400000.0,4802800000.0,,,,,,,
0000940944:2012:FY,DRI,2012,1774100000.0,757600000.0,3951300000.0,1235300000.0,1842000000.0,5944200000.0,1842000000.0,0.0,5944200000.0,2328100000.0,4102200000.0,5186600000.0,,,,,,,
0000940944:2013:FY,DRI,2013,1416400000.0,764900000.0,4391100000.0,1780900000.0,2059500000.0,6936900000.0,2059500000.0,0.0,6936900000.0,3461000000.0,4877400000.0,6172000000.0,,,,,,,
0000940944:2014:FY,DRI,2014,1618500000.0,1976400000.0,3381000000.0,1743300000.0,2156900000.0,7100700000.0,2156900000.0,0.0,7100700000.0,3325300000.0,4943800000.0,5124300000.0,,,,,,,
0000940944:2015:FY,DRI,2015,1196700000.0,1056400000.0,3215800000.0,1722500000.0,2333500000.0,5994700000.0,2333500000.0,0.0,5994700000.0,2464500000.0,3661200000.0,4938300000.0,,,,,,,
0000940944:2016:FY,DRI,2016,1187100000.0,820300000.0,2041600000.0,1720700000.0,1952000000.0,4582600000.0,1952000000.0,0.0,4582600000.0,1443500000.0,2630600000.0,3762300000.0,,,,,,,
0000940944:2017:FY,DRI,2017,1289200000.0,799800000.0,2272300000.0,2432100000.0,2101700000.0,5504200000.0,2101700000.0,0.0,5504200000.0,2113300000.0,3402500000.0,4704400000.0,,,,,,,
0000940944:2018:FY,DRI,2018,1384500000.0,553600000.0,2429800000.0,2486200000.0,2194800000.0,5469600000.0,2194800000.0,0.0,5469600000.0,1890300000.0,3274800000.0,4916000000.0,,,,,,,
0000940944:2019:FY,DRI,2019,1474100000.0,892600000.0,2552600000.0,2447600000.0,2392600000.0,5892800000.0,2392600000.0,0.0,5892800000.0,2026100000.0,3500200000.0,5000200000.0,,,,,,,
0000940944:2020:FY,DRI,2020,1792800000.0,1101400000.0,2756900000.0,6087800000.0,2331200000.0,9946100000.0,2331200000.0,0.0,9946100000.0,5822100000.0,7614900000.0,8844700000.0,,,,,,,
0000940944:2022:FY,DRI,2022,1847500000.0,1179400000.0,,,2198200000.0,10135800000.0,2198200000.0,0.0,10135800000.0,6090100000.0,7937600000.0,8956400000.0,,,,,,,
0001042893:2010:FY,DRQ,2010,111329000.0,688249000.0,247158000.0,13144000.0,828014000.0,948551000.0,828014000.0,0.0,948551000.0,9208000.0,120537000.0,260302000.0,,,,,,,
0001042893:2011:FY,DRQ,2011,151000000.0,799302000.0,274599000.0,11957000.0,925244000.0,1085858000.0,925244000.0,0.0,1085858000.0,9614000.0,160614000.0,286556000.0,,,,,,,
0001042893:2012:FY,DRQ,2012,155089000.0,924388000.0,295982000.0,11077000.0,1066432000.0,1231447000.0,1066432000.0,0.0,1231447000.0,9926000.0,165015000.0,307059000.0,,,,,,,
0001042893:2013:FY,DRQ,2013,142790000.0,1078813000.0,304806000.0,10993000.0,1242018000.0,1394612000.0,1242018000.0,0.0,1394612000.0,9804000.0,152594000.0,315799000.0,,,,,,,
0001042893:2014:FY,DRQ,2014,198642000.0,1127140000.0,309525000.0,12586000.0,1245192000.0,1449251000.0,1245192000.0,0.0,1449251000.0,5417000.0,204059000.0,322111000.0,,,,,,,
0001042893:2015:FY,DRQ,2015,100815000.0,1124298000.0,294251000.0,9701000.0,1324458000.0,1428250000.0,1324458000.0,0.0,1428250000.0,2977000.0,103792000.0,303952000.0,,,,,,,
0001042893:2016:FY,DRQ,2016,101480000.0,1056711000.0,323149000.0,81544000.0,1356424000.0,1461404000.0,1356424000.0,0.0,1461404000.0,3500000.0,104980000.0,404693000.0,,,,,,,
0001042893:2017:FY,DRQ,2017,99911000.0,1008549000.0,284247000.0,107009000.0,1294461000.0,1399805000.0,1294461000.0,0.0,1399805000.0,5433000.0,105344000.0,391256000.0,,,,,,,
0001042893:2018:FY,DRQ,2018,82258000.0,852981000.0,274123000.0,65406000.0,1096162000.0,1192510000.0,1096162000.0,0.0,1192510000.0,14090000.0,96348000.0,339529000.0,,,,,,,
0001042893:2019:FY,DRQ,2019,96940000.0,880489000.0,258497000.0,67579000.0,1090701000.0,1206565000.0,1090701000.0,0.0,1206565000.0,18924000.0,115864000.0,326076000.0,,,,,,,
0001042893:2020:FY,DRQ,2020,85512000.0,863193000.0,234823000.0,53156000.0,1041528000.0,1151172000.0,1041528000.0,0.0,1151172000.0,24132000.0,109644000.0,287979000.0,,,,,,,
0001042893:2021:FY,DRQ,2021,93663000.0,745549000.0,216200000.0,48677000.0,897108000.0,1010426000.0,897108000.0,0.0,1010426000.0,19655000.0,113318000.0,264877000.0,,,,,,,
0001804745:2021:FY,DRVN,2021,468447000.0,768927000.0,1350984000.0,3737458000.0,1645242000.0,5857369000.0,1644143000.0,1099000.0,5857369000.0,3743680000.0,4212127000.0,5088442000.0,,,,,,,
0001831617:2021:FY,DSEY,2021,857100000.0,1088200000.0,210700000.0,3001100000.0,785600000.0,4300000000.0,785600000.0,0.0,4300000000.0,2657300000.0,3514400000.0,3211800000.0,,,,,,,
0001807120:2021:FY,DSGN,2021,5283000.0,385435000.0,1508000.0,3614000.0,382130000.0,390557000.0,382130000.0,0.0,390557000.0,3144000.0,8427000.0,5122000.0,,,,,,,
0001642453:2017:FY,DSKE,2017,108068000.0,266711000.0,429639000.0,429318000.0,351233000.0,1125668000.0,351233000.0,0.0,1125668000.0,666367000.0,774435000.0,858957000.0,,,,,,,
0001642453:2018:FY,DSKE,2018,193859000.0,308050000.0,572719000.0,510099000.0,446998000.0,1390868000.0,446998000.0,0.0,1390868000.0,750011000.0,943870000.0,1082818000.0,,,,,,,
0001642453:2019:FY,DSKE,2019,219800000.0,327100000.0,439000000.0,374500000.0,138700000.0,1140600000.0,138700000.0,0.0,1140600000.0,782100000.0,1001900000.0,813500000.0,,,,,,,
0001642453:2020:FY,DSKE,2020,190700000.0,365100000.0,402700000.0,359100000.0,145100000.0,1126900000.0,145100000.0,0.0,1126900000.0,791100000.0,981800000.0,761800000.0,,,,,,,
0001642453:2021:FY,DSKE,2021,212200000.0,350100000.0,397700000.0,339600000.0,176000000.0,1087400000.0,176000000.0,0.0,1087400000.0,699200000.0,911400000.0,737300000.0,,,,,,,
0001828791:2021:FY,DSP,2021,83058000.0,352186000.0,22331000.0,14614000.0,282574000.0,389131000.0,60162000.0,222412000.0,389131000.0,23499000.0,106557000.0,36945000.0,,,,,,,
0001773383:2020:FY,DT,2020,488900000.0,469925000.0,31508000.0,1540647000.0,961497000.0,2042080000.0,961497000.0,0.0,2042080000.0,591683000.0,1080583000.0,1572155000.0,,,,,,,
0001773383:2021:FY,DT,2021,647911000.0,680282000.0,36916000.0,1539020000.0,1113601000.0,2256218000.0,1113601000.0,0.0,2256218000.0,494706000.0,1142617000.0,1575936000.0,,,,,,,
0001773383:2022:FY,DT,2022,865599000.0,948422000.0,45271000.0,1547617000.0,1304446000.0,2541310000.0,1304446000.0,0.0,2541310000.0,371265000.0,1236864000.0,1592888000.0,,,,,,,
0001870600:2021:FY,DTC,2021,46573000.0,158838000.0,10603000.0,678902000.0,574171000.0,837740000.0,360879000.0,213292000.0,837740000.0,216996000.0,263569000.0,678902000.0,,,,,,,
0000936340:2009:FY,DTE,2009,2645000000.0,2877000000.0,12431000000.0,7472000000.0,6316000000.0,24195000000.0,6278000000.0,38000000.0,24195000000.0,7864000000.0,17879000000.0,7472000000.0,,,,,,,
0000936340:2010:FY,DTE,2010,2749000000.0,3167000000.0,12992000000.0,7280000000.0,6767000000.0,24896000000.0,6722000000.0,45000000.0,24896000000.0,8291000000.0,18129000000.0,7280000000.0,,,,,,,
0000936340:2011:FY,DTE,2011,2628000000.0,3196000000.0,13746000000.0,7605000000.0,7053000000.0,26009000000.0,7009000000.0,44000000.0,26009000000.0,9141000000.0,18956000000.0,7605000000.0,,,,,,,
0000936340:2012:FY,DTE,2012,2768000000.0,2915000000.0,14684000000.0,7149000000.0,7411000000.0,26339000000.0,7373000000.0,38000000.0,26339000000.0,9146000000.0,18928000000.0,7149000000.0,,,,,,,
