,ticker,fiscal_year,current_liabilities,current_assets,fixed_assets,other_than_fixed_noncurrent_assets,equity,liabilities_and_equity,equity_attributable_to_parent,equity_attributable_to_noncontrolling_interest,assets,noncurrent_liabilities,liabilities,noncurrent_assets,commitments_and_contingencies,temporary_equity_attributable_to_parent,temporary_equity,redeemable_noncontrolling_interest_preferred,redeemable_noncontrolling_interest,redeemable_noncontrolling_interest_other,redeemable_noncontrolling_interest_common
0000310158:2009:FY,MRK,2009,15750700000.0,28428600000.0,18273500000.0,65387600000.0,61492600000.0,112089700000.0,59058000000.0,2434600000.0,112089700000.0,34846400000.0,50597100000.0,83661100000.0,,,,,,,
0000310158:2010:FY,MRK,2010,15641000000.0,29064000000.0,17082000000.0,59635000000.0,56805000000.0,105781000000.0,54376000000.0,2429000000.0,105781000000.0,33335000000.0,48976000000.0,76717000000.0,,,,,,,
0000310158:2011:FY,MRK,2011,16245000000.0,33181000000.0,16297000000.0,55650000000.0,56943000000.0,105128000000.0,54517000000.0,2426000000.0,105128000000.0,31940000000.0,48185000000.0,71947000000.0,,,,,,,
0000310158:2012:FY,MRK,2012,18348000000.0,34857000000.0,16030000000.0,55245000000.0,55463000000.0,106132000000.0,53020000000.0,2443000000.0,106132000000.0,32321000000.0,50669000000.0,71275000000.0,,,,,,,
0000310158:2013:FY,MRK,2013,17868000000.0,35685000000.0,14973000000.0,54987000000.0,52326000000.0,105645000000.0,49765000000.0,2561000000.0,105645000000.0,35451000000.0,53319000000.0,69960000000.0,,,,,,,
0000310158:2014:FY,MRK,2014,18766000000.0,33173000000.0,13136000000.0,52026000000.0,48791000000.0,98335000000.0,48647000000.0,144000000.0,98335000000.0,30778000000.0,49544000000.0,65162000000.0,,,,,,,
0000310158:2015:FY,MRK,2015,19203000000.0,29764000000.0,12507000000.0,59508000000.0,44767000000.0,101779000000.0,44676000000.0,91000000.0,101779000000.0,37809000000.0,57012000000.0,72015000000.0,,,,,,,
0000310158:2016:FY,MRK,2016,17204000000.0,30614000000.0,12026000000.0,52737000000.0,40308000000.0,95377000000.0,40088000000.0,220000000.0,95377000000.0,37865000000.0,55069000000.0,64763000000.0,,,,,,,
0000310158:2017:FY,MRK,2017,18614000000.0,24766000000.0,12439000000.0,50667000000.0,34569000000.0,87872000000.0,34336000000.0,233000000.0,87872000000.0,34689000000.0,53303000000.0,63106000000.0,,,,,,,
0000310158:2018:FY,MRK,2018,22206000000.0,25875000000.0,13291000000.0,43471000000.0,26882000000.0,82637000000.0,26701000000.0,181000000.0,82637000000.0,33549000000.0,55755000000.0,56762000000.0,,,,,,,
0000310158:2019:FY,MRK,2019,22220000000.0,27483000000.0,15053000000.0,41861000000.0,26001000000.0,84397000000.0,25907000000.0,94000000.0,84397000000.0,36176000000.0,58396000000.0,56914000000.0,,,,,,,
0000310158:2020:FY,MRK,2020,27327000000.0,27764000000.0,17986000000.0,45838000000.0,25404000000.0,91588000000.0,25317000000.0,87000000.0,91588000000.0,38857000000.0,66184000000.0,63824000000.0,,,,,,,
0000310158:2021:FY,MRK,2021,23872000000.0,30266000000.0,19279000000.0,56149000000.0,38257000000.0,105694000000.0,38184000000.0,73000000.0,105694000000.0,43565000000.0,67437000000.0,75428000000.0,,,,,,,
0001682852:2018:FY,MRNA,2018,222803000.0,1563006000.0,211977000.0,187166000.0,1530241000.0,1962149000.0,1530241000.0,0.0,1962149000.0,209105000.0,431908000.0,399143000.0,,0.0,0.0,,,,
0001682852:2019:FY,MRNA,2019,143115000.0,1128804000.0,,,1174810000.0,1589422000.0,1174810000.0,0.0,1589422000.0,271497000.0,414612000.0,460618000.0,,,,,,,
0001682852:2020:FY,MRNA,2020,4388808000.0,6297879000.0,,,2561375000.0,7336750000.0,2561375000.0,0.0,7336750000.0,386567000.0,4775375000.0,1038871000.0,,,,,,,
0001682852:2021:FY,MRNA,2021,9128000000.0,16071000000.0,,,14145000000.0,24669000000.0,14145000000.0,0.0,24669000000.0,1396000000.0,10524000000.0,8598000000.0,,,,,,,
0000101778:2011:FY,MRO,2011,4394000000.0,3224000000.0,25324000000.0,2823000000.0,17159000000.0,31371000000.0,17152000000.0,7000000.0,31371000000.0,9818000000.0,14212000000.0,28147000000.0,,,,,,,
0000101778:2012:FY,MRO,2012,5081000000.0,3762000000.0,28272000000.0,3272000000.0,18283000000.0,35306000000.0,18283000000.0,0.0,35306000000.0,11942000000.0,17023000000.0,31544000000.0,,,,,,,
0000101778:2013:FY,MRO,2013,4333000000.0,2975000000.0,28145000000.0,4500000000.0,19344000000.0,35620000000.0,19344000000.0,0.0,35620000000.0,11943000000.0,16276000000.0,32645000000.0,,,,,,,
0000101778:2014:FY,MRO,2014,4379000000.0,4593000000.0,29040000000.0,2378000000.0,21020000000.0,36011000000.0,21020000000.0,0.0,36011000000.0,10612000000.0,14991000000.0,31418000000.0,,,,,,,
0000101778:2015:FY,MRO,2015,1729000000.0,2590000000.0,27061000000.0,2660000000.0,18553000000.0,32311000000.0,18553000000.0,0.0,32311000000.0,12029000000.0,13758000000.0,29721000000.0,,,,,,,
0000101778:2016:FY,MRO,2016,2240000000.0,3665000000.0,25718000000.0,1711000000.0,17541000000.0,31094000000.0,17541000000.0,0.0,31094000000.0,11313000000.0,13553000000.0,27429000000.0,,,,,,,
0000101778:2017:FY,MRO,2017,1968000000.0,2566000000.0,17665000000.0,1781000000.0,11708000000.0,22012000000.0,11708000000.0,0.0,22012000000.0,8336000000.0,10304000000.0,19446000000.0,,,,,,,
0000101778:2018:FY,MRO,2018,1832000000.0,2921000000.0,16804000000.0,1596000000.0,12128000000.0,21321000000.0,12128000000.0,0.0,21321000000.0,7361000000.0,9193000000.0,18400000000.0,,,,,,,
0000101778:2019:FY,MRO,2019,1745000000.0,2135000000.0,17000000000.0,1110000000.0,12153000000.0,20245000000.0,12153000000.0,0.0,20245000000.0,6347000000.0,8092000000.0,18110000000.0,,,,,,,
0000101778:2020:FY,MRO,2020,1213000000.0,1612000000.0,15638000000.0,706000000.0,10561000000.0,17956000000.0,10561000000.0,0.0,17956000000.0,6182000000.0,7395000000.0,16344000000.0,,,,,,,
0000101778:2021:FY,MRO,2021,1637000000.0,1821000000.0,14499000000.0,674000000.0,10686000000.0,16994000000.0,10686000000.0,0.0,16994000000.0,4671000000.0,6308000000.0,15173000000.0,,,,,,,
0001442836:2017:FY,MRSN,2017,31881000.0,117543000.0,2319000.0,10853000.0,69994000.0,130715000.0,69994000.0,0.0,130715000.0,28840000.0,60721000.0,13172000.0,,,,,,,
0001442836:2018:FY,MRSN,2018,69425000.0,74305000.0,2694000.0,1503000.0,8795000.0,78502000.0,8795000.0,0.0,78502000.0,282000.0,69707000.0,4197000.0,,,,,,,
0001442836:2019:FY,MRSN,2019,24070000.0,101326000.0,2164000.0,4051000.0,78318000.0,107541000.0,78318000.0,0.0,107541000.0,5153000.0,29223000.0,6215000.0,,,,,,,
0001442836:2020:FY,MRSN,2020,30003000.0,258580000.0,1730000.0,13089000.0,228087000.0,273399000.0,228087000.0,0.0,273399000.0,15309000.0,45312000.0,14819000.0,,,,,,,
0001442836:2021:FY,MRSN,2021,47523000.0,188898000.0,1968000.0,15245000.0,121741000.0,206111000.0,121741000.0,0.0,206111000.0,36847000.0,84370000.0,17213000.0,,,,,,,
0000799167:2011:FY,MRTN,2011,46385000.0,101800000.0,368200000.0,579000.0,320359000.0,470579000.0,318170000.0,2189000.0,470579000.0,103835000.0,150220000.0,368779000.0,,,,,,,
0000799167:2012:FY,MRTN,2012,46900000.0,95534000.0,394476000.0,613000.0,331923000.0,490623000.0,329360000.0,2563000.0,490623000.0,111800000.0,158700000.0,395089000.0,,,,,,,
0000799167:2013:FY,MRTN,2013,53028000.0,107350000.0,415009000.0,3443000.0,359137000.0,525802000.0,359137000.0,0.0,525802000.0,113637000.0,166665000.0,418452000.0,,,,,,,
0000799167:2014:FY,MRTN,2014,44518000.0,110185000.0,465749000.0,3726000.0,387926000.0,579660000.0,387926000.0,0.0,579660000.0,147216000.0,191734000.0,469475000.0,,,,,,,
0000799167:2015:FY,MRTN,2015,49876000.0,100050000.0,528009000.0,3469000.0,409421000.0,631528000.0,409421000.0,0.0,631528000.0,172231000.0,222107000.0,531478000.0,,,,,,,
0000799167:2016:FY,MRTN,2016,60670000.0,93430000.0,557825000.0,2493000.0,437338000.0,653748000.0,437338000.0,0.0,653748000.0,155740000.0,216410000.0,560318000.0,,,,,,,
0000799167:2017:FY,MRTN,2017,64277000.0,116618000.0,571920000.0,1865000.0,525500000.0,690403000.0,525500000.0,0.0,690403000.0,100626000.0,164903000.0,573785000.0,,,,,,,
0000799167:2018:FY,MRTN,2018,71973000.0,163528000.0,588230000.0,2146000.0,575954000.0,753904000.0,575954000.0,0.0,753904000.0,105977000.0,177950000.0,590376000.0,,,,,,,
0000799167:2019:FY,MRTN,2019,76326000.0,154166000.0,640394000.0,2026000.0,597589000.0,796586000.0,597589000.0,0.0,796586000.0,122671000.0,198997000.0,642420000.0,,,,,,,
0000799167:2020:FY,MRTN,2020,89794000.0,175658000.0,654173000.0,1805000.0,620333000.0,831636000.0,620333000.0,0.0,831636000.0,121509000.0,211303000.0,655978000.0,,,,,,,
0000799167:2021:FY,MRTN,2021,93559000.0,186949000.0,682277000.0,1464000.0,651677000.0,870690000.0,651677000.0,0.0,870690000.0,125454000.0,219013000.0,683741000.0,,,,,,,
0001576263:2013:FY,MRTX,2013,38652000.0,64215000.0,322000.0,0.0,25885000.0,64537000.0,25885000.0,0.0,64537000.0,0.0,38652000.0,322000.0,,,,,,,
0001576263:2014:FY,MRTX,2014,5396000.0,32657000.0,496000.0,326000.0,28062000.0,33479000.0,28062000.0,0.0,33479000.0,21000.0,5417000.0,822000.0,,,,,,,
0001576263:2015:FY,MRTX,2015,9798000.0,125402000.0,614000.0,2001000.0,118176000.0,128017000.0,118176000.0,0.0,128017000.0,43000.0,9841000.0,2615000.0,,,,,,,
0001576263:2016:FY,MRTX,2016,15002000.0,59555000.0,629000.0,3260000.0,48309000.0,63444000.0,48309000.0,0.0,63444000.0,133000.0,15135000.0,3889000.0,,,,,,,
0001576263:2017:FY,MRTX,2017,13644000.0,155759000.0,525000.0,962000.0,143288000.0,157246000.0,143288000.0,0.0,157246000.0,314000.0,13958000.0,1487000.0,,,,,,,
0001576263:2018:FY,MRTX,2018,26146000.0,226660000.0,473000.0,1321000.0,201576000.0,228454000.0,201576000.0,0.0,228454000.0,732000.0,26878000.0,1794000.0,,,,,,,
0001576263:2019:FY,MRTX,2019,48906000.0,424407000.0,1776000.0,6017000.0,382295000.0,432200000.0,382295000.0,0.0,432200000.0,999000.0,49905000.0,7793000.0,,,,,,,
0001576263:2020:FY,MRTX,2020,71472000.0,1403643000.0,7809000.0,64676000.0,1360789000.0,1476128000.0,1360789000.0,0.0,1476128000.0,43867000.0,115339000.0,72485000.0,,,,,,,
0001576263:2021:FY,MRTX,2021,143658000.0,1507983000.0,15824000.0,64947000.0,1397038000.0,1588754000.0,1397038000.0,0.0,1588754000.0,48058000.0,191716000.0,80771000.0,,,,,,,
0001823239:2021:FY,MRVI,2021,93777000.0,740039000.0,46332000.0,1131905000.0,545361000.0,1918276000.0,315499000.0,229862000.0,1918276000.0,1279138000.0,1372915000.0,1178237000.0,,,,,,,
0001058057:2010:FY,MRVL,2010,566610000.0,2465545000.0,342497000.0,2362898000.0,4417979000.0,5170940000.0,4417979000.0,0.0,5170940000.0,186351000.0,752961000.0,2705395000.0,,,,,,,
0001058057:2011:FY,MRVL,2011,640686000.0,3712647000.0,358440000.0,2267070000.0,5521869000.0,6338157000.0,5521869000.0,0.0,6338157000.0,175602000.0,816288000.0,2625510000.0,,,,,,,
0001058057:2012:FY,MRVL,2012,589554000.0,3078961000.0,383801000.0,2304857000.0,5014018000.0,5767619000.0,5014018000.0,0.0,5767619000.0,164047000.0,753601000.0,2688658000.0,,,,,,,
0001058057:2013:FY,MRVL,2013,607888000.0,2585346000.0,387027000.0,2289391000.0,4484595000.0,5261764000.0,4484595000.0,0.0,5261764000.0,169281000.0,777169000.0,2676418000.0,,,,,,,
0001058057:2014:FY,MRVL,2014,651306000.0,2839220000.0,356165000.0,2255625000.0,4675910000.0,5451010000.0,4675910000.0,0.0,5451010000.0,123794000.0,775100000.0,2611790000.0,,,,,,,
0001058057:2015:FY,MRVL,2015,637376000.0,3344040000.0,340639000.0,2199708000.0,5146089000.0,5884387000.0,5146089000.0,0.0,5884387000.0,100922000.0,738298000.0,2540347000.0,,,,,,,
0001058057:2016:FY,MRVL,2016,1225785000.0,2918626000.0,299540000.0,2223961000.0,4140123000.0,5442127000.0,4140123000.0,0.0,5442127000.0,76219000.0,1302004000.0,2523501000.0,,,,,,,
0001058057:2017:FY,MRVL,2017,496416000.0,2280330000.0,243397000.0,2124923000.0,4027651000.0,4648650000.0,4027651000.0,0.0,4648650000.0,124583000.0,620999000.0,2368320000.0,,,,,,,
0001058057:2018:FY,MRVL,2018,421142000.0,2363955000.0,202222000.0,2142110000.0,4141413000.0,4708287000.0,4141413000.0,0.0,4708287000.0,145732000.0,566874000.0,2344332000.0,,,,,,,
0001058057:2019:FY,MRVL,2019,636796000.0,1395258000.0,318978000.0,8302516000.0,7306410000.0,10016752000.0,7306410000.0,0.0,10016752000.0,2073546000.0,2710342000.0,8621494000.0,,,,,,,
0001058057:2020:FY,MRVL,2020,710166000.0,1537497000.0,357092000.0,9238646000.0,8678580000.0,11133235000.0,8678580000.0,0.0,11133235000.0,1744489000.0,2454655000.0,9595738000.0,,,,,,,
0001058057:2021:FY,MRVL,2021,1077097000.0,1617145000.0,326125000.0,8821654000.0,8435804000.0,10764924000.0,8435804000.0,0.0,10764924000.0,1252023000.0,2329120000.0,9147779000.0,,,,,,,
0001835632:2022:FY,MRVL,2022,1388542000.0,2493450000.0,462773000.0,19152374000.0,15702097000.0,22108597000.0,15702097000.0,0.0,22108597000.0,5017958000.0,6406500000.0,19615147000.0,,,,,,,
0000895421:2009:FY,MS,2009,718682000000.0,771462000000.0,7067000000.0,-7067000000.0,52780000000.0,771462000000.0,46688000000.0,6092000000.0,771462000000.0,0.0,718682000000.0,0.0,,,,,,,
0000895421:2011:FY,MS,2011,679820000000.0,749898000000.0,6457000000.0,-6457000000.0,70078000000.0,749898000000.0,62049000000.0,8029000000.0,749898000000.0,0.0,679820000000.0,0.0,,,,,,,
0000895421:2012:FY,MS,2012,711223000000.0,780960000000.0,5946000000.0,-5946000000.0,65428000000.0,780960000000.0,62109000000.0,3319000000.0,780960000000.0,0.0,711223000000.0,0.0,,,4309000000.0,,4309000000.0,,
0000895421:2013:FY,MS,2013,763672000000.0,832702000000.0,6019000000.0,-6019000000.0,69030000000.0,832702000000.0,65921000000.0,3109000000.0,832702000000.0,0.0,763672000000.0,0.0,,,0.0,,0.0,,
0000895421:2014:FY,MS,2014,729406000000.0,801510000000.0,6108000000.0,-6108000000.0,72104000000.0,801510000000.0,70900000000.0,1204000000.0,801510000000.0,0.0,729406000000.0,0.0,,,,,,,
0000895421:2015:FY,MS,2015,711281000000.0,787465000000.0,6373000000.0,-6373000000.0,76184000000.0,787465000000.0,75182000000.0,1002000000.0,787465000000.0,0.0,711281000000.0,0.0,,,,,,,
0000895421:2016:FY,MS,2016,737772000000.0,814949000000.0,,,77177000000.0,814949000000.0,76050000000.0,1127000000.0,814949000000.0,0.0,737772000000.0,0.0,,,,,,,
0000895421:2017:FY,MS,2017,773267000000.0,851733000000.0,,,78466000000.0,851733000000.0,77391000000.0,1075000000.0,851733000000.0,0.0,773267000000.0,0.0,,,,,,,
0000895421:2018:FY,MS,2018,772125000000.0,853531000000.0,,,81406000000.0,853531000000.0,80246000000.0,1160000000.0,853531000000.0,0.0,772125000000.0,0.0,,,,,,,
0000895421:2019:FY,MS,2019,812732000000.0,895429000000.0,,,82697000000.0,895429000000.0,81549000000.0,1148000000.0,895429000000.0,0.0,812732000000.0,0.0,,,,,,,
0000895421:2020:FY,MS,2020,1012713000000.0,1115862000000.0,,,103149000000.0,1115862000000.0,101781000000.0,1368000000.0,1115862000000.0,0.0,1012713000000.0,0.0,,,,,,,
0000895421:2021:FY,MS,2021,1081542000000.0,1188140000000.0,,,106598000000.0,1188140000000.0,105441000000.0,1157000000.0,1188140000000.0,0.0,1081542000000.0,0.0,,,,,,,
0000066570:2014:FY,MSA,2014,234057000.0,497869000.0,151352000.0,615571000.0,538633000.0,1264792000.0,533809000.0,4824000.0,1264792000.0,492102000.0,726159000.0,766923000.0,,,,,,,
0000066570:2015:FY,MSA,2015,251905000.0,505027000.0,155839000.0,763952000.0,517128000.0,1424818000.0,516496000.0,632000.0,1424818000.0,655785000.0,907690000.0,919791000.0,,,,,,,
0000066570:2016:FY,MSA,2016,221410000.0,472806000.0,148678000.0,732436000.0,561212000.0,1353920000.0,558165000.0,3047000.0,1353920000.0,571298000.0,792708000.0,881114000.0,,,,,,,
0000066570:2017:FY,MSA,2017,289279000.0,622297000.0,157014000.0,905515000.0,602578000.0,1684826000.0,597601000.0,4977000.0,1684826000.0,792969000.0,1082248000.0,1062529000.0,,,,,,,
0000066570:2018:FY,MSA,2018,282060000.0,656623000.0,157940000.0,793449000.0,639519000.0,1608012000.0,633882000.0,5637000.0,1608012000.0,686433000.0,968493000.0,951389000.0,,,,,,,
0000066570:2019:FY,MSA,2019,277509000.0,693363000.0,167038000.0,879292000.0,732573000.0,1739693000.0,725800000.0,6773000.0,1739693000.0,729611000.0,1007120000.0,1046330000.0,,,,,,,
0000066570:2020:FY,MSA,2020,310545000.0,754278000.0,189620000.0,928586000.0,809891000.0,1872484000.0,801898000.0,7993000.0,1872484000.0,752048000.0,1062593000.0,1118206000.0,,,,,,,
0000066570:2021:FY,MSA,2021,330606000.0,792804000.0,207793000.0,1395799000.0,834388000.0,2396396000.0,834388000.0,0.0,2396396000.0,1231402000.0,1562008000.0,1603592000.0,,,,,,,
0001466026:2016:FY,MSBI,2016,2911915000.0,3233723000.0,66692000.0,-66692000.0,321808000.0,3233723000.0,321770000.0,38000.0,3233723000.0,0.0,2911915000.0,0.0,,,,,,,
0001466026:2017:FY,MSBI,2017,3963156000.0,4412701000.0,76162000.0,-76162000.0,449545000.0,4412701000.0,449545000.0,0.0,4412701000.0,0.0,3963156000.0,0.0,,,,,,,
0001466026:2018:FY,MSBI,2018,5029148000.0,5637673000.0,94840000.0,-94840000.0,608525000.0,5637673000.0,608525000.0,0.0,5637673000.0,0.0,5029148000.0,0.0,,,,,,,
0001466026:2019:FY,MSBI,2019,5425106000.0,6087017000.0,91055000.0,-91055000.0,661911000.0,6087017000.0,661911000.0,0.0,6087017000.0,0.0,5425106000.0,0.0,,,,,,,
0001466026:2020:FY,MSBI,2020,6247149000.0,6868540000.0,74124000.0,-74124000.0,621391000.0,6868540000.0,621391000.0,0.0,6868540000.0,0.0,6247149000.0,0.0,,,,,,,
0001466026:2021:FY,MSBI,2021,6779968000.0,7443805000.0,70792000.0,-70792000.0,663837000.0,7443805000.0,663837000.0,0.0,7443805000.0,0.0,6779968000.0,0.0,,,,,,,
0001408198:2011:FY,MSCI,2011,452805000.0,677943000.0,37623000.0,2377430000.0,1305432000.0,3092996000.0,1305432000.0,0.0,3092996000.0,1334759000.0,1787564000.0,2415053000.0,,,,,,,
0001408198:2012:FY,MSCI,2012,509945000.0,514835000.0,67419000.0,2437385000.0,1425231000.0,3019639000.0,1425231000.0,0.0,3019639000.0,1084463000.0,1594408000.0,2504804000.0,,,,,,,
0001408198:2013:FY,MSCI,2013,503041000.0,637035000.0,85588000.0,2411914000.0,1576364000.0,3134537000.0,1576364000.0,0.0,3134537000.0,1055132000.0,1558173000.0,2497502000.0,,,,,,,
0001408198:2014:FY,MSCI,2014,472912000.0,770632000.0,94074000.0,2029469000.0,1432833000.0,2894175000.0,1432833000.0,0.0,2894175000.0,988430000.0,1461342000.0,2123543000.0,,,,,,,
0001408198:2015:FY,MSCI,2015,498116000.0,1063271000.0,98926000.0,1984790000.0,901487000.0,3146987000.0,901487000.0,0.0,3146987000.0,1747384000.0,2245500000.0,2083716000.0,,,,,,,
0001408198:2016:FY,MSCI,2016,536570000.0,1055670000.0,95585000.0,1931323000.0,317605000.0,3082578000.0,317605000.0,0.0,3082578000.0,2228403000.0,2764973000.0,2026908000.0,,,,,,,
0001408198:2017:FY,MSCI,2017,607671000.0,1267129000.0,94437000.0,1914102000.0,401012000.0,3275668000.0,401012000.0,0.0,3275668000.0,2266985000.0,2874656000.0,2008539000.0,,,,,,,
0001408198:2018:FY,MSCI,2018,809008000.0,1435089000.0,90877000.0,1861986000.0,-166494000.0,3387952000.0,-166494000.0,0.0,3387952000.0,2745438000.0,3554446000.0,1952863000.0,,,,,,,
0001408198:2019:FY,MSCI,2019,900786000.0,2081777000.0,90708000.0,2031954000.0,-76714000.0,4204439000.0,-76714000.0,0.0,4204439000.0,3380367000.0,4281153000.0,2122662000.0,,,,,,,
0001408198:2020:FY,MSCI,2020,1021769000.0,1925598000.0,80446000.0,2192603000.0,-443234000.0,4198647000.0,-443234000.0,0.0,4198647000.0,3620112000.0,4641881000.0,2273049000.0,,,,,,,
0001408198:2021:FY,MSCI,2021,1250937000.0,2143410000.0,66715000.0,3296578000.0,-163467000.0,5506703000.0,-163467000.0,0.0,5506703000.0,4419233000.0,5670170000.0,3363293000.0,,,,,,,
0000066004:2011:FY,MSEX,2011,46687000.0,22873000.0,422199000.0,92464000.0,312501000.0,537536000.0,312501000.0,0.0,537536000.0,120142000.0,225035000.0,92464000.0,,,,,,,
0000066004:2012:FY,MSEX,2012,55932000.0,24613000.0,435218000.0,101895000.0,316452000.0,561726000.0,316452000.0,0.0,561726000.0,129386000.0,245274000.0,101895000.0,,,,,,,
0000066004:2013:FY,MSEX,2013,52678000.0,25838000.0,446479000.0,58024000.0,321429000.0,530341000.0,321429000.0,0.0,530341000.0,94258000.0,208912000.0,58024000.0,,,,,,,
0000066004:2014:FY,MSEX,2014,43872000.0,22864000.0,465406000.0,87502000.0,,575772000.0,,,575772000.0,0.0,43872000.0,552908000.0,,,,,,,
0000066004:2015:FY,MSEX,2015,28319000.0,24410000.0,481870000.0,78442000.0,,584722000.0,,,584722000.0,0.0,28319000.0,560312000.0,,,,,,,
0000066004:2016:FY,MSEX,2016,47056000.0,26716000.0,517776000.0,75669000.0,,620161000.0,,,620161000.0,0.0,47056000.0,593445000.0,,,,,,,
0000066004:2017:FY,MSEX,2017,64537000.0,29247000.0,557240000.0,74653000.0,,661140000.0,,,661140000.0,0.0,64537000.0,631893000.0,,,,,,,
0000066004:2018:FY,MSEX,2018,94363000.0,30815000.0,618487000.0,118528000.0,,767830000.0,,,767830000.0,0.0,94363000.0,737015000.0,,,,,,,
0000066004:2019:FY,MSEX,2019,64981000.0,29133000.0,705730000.0,175015000.0,,909878000.0,,,909878000.0,0.0,64981000.0,880745000.0,,,,,,,
0000066004:2020:FY,MSEX,2020,56848000.0,34123000.0,796598000.0,145749000.0,,976470000.0,,,976470000.0,0.0,56848000.0,942347000.0,,,,,,,
0000066004:2021:FY,MSEX,2021,56619000.0,34355000.0,865368000.0,120292000.0,,1020015000.0,,,1020015000.0,0.0,56619000.0,985660000.0,,,,,,,
0000789019:2010:FY,MSFT,2010,26147000000.0,55676000000.0,7630000000.0,22807000000.0,46175000000.0,86113000000.0,46175000000.0,0.0,86113000000.0,13791000000.0,39938000000.0,30437000000.0,,,,,,,
0000789019:2011:FY,MSFT,2011,28774000000.0,74918000000.0,8162000000.0,25624000000.0,57083000000.0,108704000000.0,57083000000.0,0.0,108704000000.0,22847000000.0,51621000000.0,33786000000.0,,,,,,,
0000789019:2012:FY,MSFT,2012,32688000000.0,85084000000.0,8269000000.0,27918000000.0,66363000000.0,121271000000.0,66363000000.0,0.0,121271000000.0,22220000000.0,54908000000.0,36187000000.0,,,,,,,
0000789019:2013:FY,MSFT,2013,37417000000.0,101466000000.0,9991000000.0,30974000000.0,78944000000.0,142431000000.0,78944000000.0,0.0,142431000000.0,26070000000.0,63487000000.0,40965000000.0,,,,,,,
0000789019:2014:FY,MSFT,2014,45625000000.0,114246000000.0,13011000000.0,45127000000.0,89784000000.0,172384000000.0,89784000000.0,0.0,172384000000.0,36975000000.0,82600000000.0,58138000000.0,,,,,,,
0000789019:2015:FY,MSFT,2015,49858000000.0,124712000000.0,14731000000.0,36780000000.0,80083000000.0,176223000000.0,80083000000.0,0.0,176223000000.0,46282000000.0,96140000000.0,51511000000.0,,,,,,,
0000789019:2016:FY,MSFT,2016,59357000000.0,139660000000.0,18356000000.0,35678000000.0,71997000000.0,193694000000.0,71997000000.0,0.0,193694000000.0,62340000000.0,121697000000.0,54034000000.0,,,,,,,
0000789019:2017:FY,MSFT,2017,64527000000.0,159851000000.0,23734000000.0,57501000000.0,72394000000.0,241086000000.0,72394000000.0,0.0,241086000000.0,104165000000.0,168692000000.0,81235000000.0,,,,,,,
0000789019:2018:FY,MSFT,2018,58488000000.0,169662000000.0,29460000000.0,59726000000.0,82718000000.0,258848000000.0,82718000000.0,0.0,258848000000.0,117642000000.0,176130000000.0,89186000000.0,,,,,,,
0000789019:2019:FY,MSFT,2019,69420000000.0,175552000000.0,36477000000.0,74527000000.0,102330000000.0,286556000000.0,102330000000.0,0.0,286556000000.0,114806000000.0,184226000000.0,111004000000.0,,,,,,,
0000789019:2020:FY,MSFT,2020,72310000000.0,181915000000.0,44151000000.0,75245000000.0,118304000000.0,301311000000.0,118304000000.0,0.0,301311000000.0,110697000000.0,183007000000.0,119396000000.0,,,,,,,
0000789019:2021:FY,MSFT,2021,88657000000.0,184406000000.0,59715000000.0,89658000000.0,141988000000.0,333779000000.0,141988000000.0,0.0,333779000000.0,103134000000.0,191791000000.0,149373000000.0,,,,,,,
0000789019:2022:FY,MSFT,2022,95082000000.0,169684000000.0,74398000000.0,120758000000.0,166542000000.0,364840000000.0,166542000000.0,0.0,364840000000.0,103216000000.0,198298000000.0,195156000000.0,,,,,,,
0001795250:2020:FY,MSGE,2020,509969000.0,1426502000.0,1646115000.0,646589000.0,2853840000.0,3719206000.0,2841637000.0,12203000.0,3719206000.0,334797000.0,844766000.0,2292704000.0,,,20600000.0,,20600000.0,,
0001795250:2021:FY,MSGE,2021,653077000.0,1412349000.0,2099347000.0,755645000.0,2459745000.0,4267341000.0,2447841000.0,11904000.0,4267341000.0,1016685000.0,1669762000.0,2854992000.0,,,137834000.0,,137834000.0,,
0001795250:2022:FY,MSGE,2022,956431000.0,1218656000.0,2939052000.0,1364452000.0,1975384000.0,5522160000.0,1963221000.0,12163000.0,5522160000.0,2406153000.0,3362584000.0,4303504000.0,,,184192000.0,,184192000.0,,
0001636519:2020:FY,MSGS,2020,290254000.0,128278000.0,39597000.0,1065923000.0,-203435000.0,1233798000.0,-206986000.0,3551000.0,1233798000.0,1146979000.0,1437233000.0,1105520000.0,,,0.0,,0.0,,
0001636519:2021:FY,MSGS,2021,368278000.0,185246000.0,35716000.0,1088977000.0,-201866000.0,1309939000.0,-204308000.0,2442000.0,1309939000.0,1143527000.0,1511805000.0,1124693000.0,,,,,,,
0001636519:2022:FY,MSGS,2022,438299000.0,205269000.0,32892000.0,1063805000.0,-145377000.0,1301966000.0,-147089000.0,1712000.0,1301966000.0,1009044000.0,1447343000.0,1096697000.0,,,,,,,
0000068505:2011:FY,MSI,2011,3815000000.0,8768000000.0,896000000.0,4265000000.0,5274000000.0,13929000000.0,5214000000.0,60000000.0,13929000000.0,4840000000.0,8655000000.0,5161000000.0,,,,,,,
0000068505:2012:FY,MSI,2012,3335000000.0,7401000000.0,839000000.0,4439000000.0,3290000000.0,12679000000.0,3265000000.0,25000000.0,12679000000.0,6054000000.0,9389000000.0,5278000000.0,,,,,,,
