,ticker,fiscal_year,comprehensive_income_loss_attributable_to_noncontrolling_interest,other_comprehensive_income_loss,comprehensive_income_loss,comprehensive_income_loss_attributable_to_parent,other_comprehensive_income_loss_attributable_to_parent,other_comprehensive_income_loss_attributable_to_noncontrolling_interest
0000763744:2019:FY,LCII,2019,0.0,3728000.0,150237000.0,150237000.0,0.0,0.0
0000763744:2020:FY,LCII,2020,0.0,5966000.0,164406000.0,164406000.0,0.0,0.0
0000763744:2021:FY,LCII,2021,0.0,-7590000.0,280149000.0,280149000.0,-7590000.0,0.0
0000874396:2011:FY,LCUT,2011,0.0,13362000.0,13362000.0,13362000.0,0.0,0.0
0000874396:2012:FY,LCUT,2012,0.0,1645000.0,22592000.0,22592000.0,0.0,0.0
0000874396:2013:FY,LCUT,2013,0.0,516000.0,9797000.0,9797000.0,0.0,0.0
0000874396:2014:FY,LCUT,2014,0.0,-6202000.0,-4658000.0,-4658000.0,0.0,0.0
0000874396:2015:FY,LCUT,2015,0.0,-4263000.0,8015000.0,8015000.0,0.0,0.0
0000874396:2016:FY,LCUT,2016,0.0,-22814000.0,-7094000.0,-7094000.0,0.0,0.0
0000874396:2017:FY,LCUT,2017,0.0,7674000.0,9828000.0,9828000.0,0.0,0.0
0000874396:2018:FY,LCUT,2018,0.0,-5291000.0,-7011000.0,-7011000.0,0.0,0.0
0000874396:2019:FY,LCUT,2019,0.0,161000.0,-44254000.0,-44254000.0,0.0,0.0
0000874396:2020:FY,LCUT,2020,0.0,-4717000.0,-7724000.0,-7724000.0,0.0,0.0
0000874396:2021:FY,LCUT,2021,0.0,5623000.0,26424000.0,26424000.0,0.0,0.0
0001336920:2014:FY,LDOS,2014,0.0,-4000000.0,160000000.0,160000000.0,0.0,0.0
0001336920:2015:FY,LDOS,2015,0.0,-5000000.0,-328000000.0,-328000000.0,0.0,0.0
0001336920:2016:FY,LDOS,2016,2000000.0,4000000.0,250000000.0,248000000.0,0.0,2000000.0
0001336920:2017:FY,LDOS,2017,-2000000.0,37000000.0,401000000.0,403000000.0,0.0,0.0
0001336920:2018:FY,LDOS,2018,1000000.0,-72000000.0,510000000.0,509000000.0,0.0,0.0
0001336920:2019:FY,LDOS,2019,3000000.0,-40000000.0,630000000.0,627000000.0,0.0,0.0
0001336920:2021:FY,LDOS,2021,6000000.0,34000000.0,793000000.0,787000000.0,0.0,0.0
0000799288:2015:FY,LE,2015,0.0,68496000.0,68496000.0,68496000.0,0.0,0.0
0000799288:2016:FY,LE,2016,0.0,-21634000.0,-21634000.0,-21634000.0,0.0,0.0
0000799288:2017:FY,LE,2017,0.0,-112824000.0,-112824000.0,-112824000.0,0.0,0.0
0000799288:2018:FY,LE,2018,0.0,32477000.0,32477000.0,32477000.0,0.0,0.0
0000799288:2019:FY,LE,2019,0.0,8999000.0,8999000.0,8999000.0,0.0,0.0
0000799288:2020:FY,LE,2020,0.0,19485000.0,19485000.0,19485000.0,0.0,0.0
0000799288:2021:FY,LE,2021,0.0,12603000.0,12603000.0,12603000.0,0.0,0.0
0000799288:2022:FY,LE,2022,0.0,-1421000.0,31948000.0,31948000.0,0.0,0.0
0000842162:2011:FY,LEA,2011,0.0,-251500000.0,318900000.0,318900000.0,0.0,0.0
0000842162:2012:FY,LEA,2012,35600000.0,32400000.0,1349600000.0,1314000000.0,0.0,0.0
0000842162:2013:FY,LEA,2013,25900000.0,136200000.0,592000000.0,566100000.0,0.0,0.0
0000842162:2014:FY,LEA,2014,28000000.0,-337800000.0,364500000.0,336500000.0,0.0,0.0
0000842162:2015:FY,LEA,2015,46400000.0,-232000000.0,563800000.0,517400000.0,0.0,0.0
0000842162:2016:FY,LEA,2016,56800000.0,-114100000.0,926400000.0,869600000.0,0.0,0.0
0000842162:2017:FY,LEA,2017,81300000.0,336000000.0,1716900000.0,1635600000.0,0.0,0.0
0000842162:2018:FY,LEA,2018,80700000.0,-208600000.0,1038100000.0,957400000.0,0.0,0.0
0000842162:2019:FY,LEA,2019,73600000.0,-70400000.0,760300000.0,686700000.0,0.0,0.0
0000842162:2020:FY,LEA,2020,91000000.0,83200000.0,317100000.0,226100000.0,0.0,0.0
0000842162:2021:FY,LEA,2021,90800000.0,-62000000.0,399600000.0,308800000.0,0.0,0.0
0000059527:2010:FY,LECO,2010,0.0,8142000.0,140352000.0,140352000.0,0.0,0.0
0000059527:2011:FY,LECO,2011,0.0,-105445000.0,111568000.0,111568000.0,0.0,0.0
0000059527:2012:FY,LECO,2012,-348000.0,12328000.0,269544000.0,269892000.0,0.0,0.0
0000059527:2013:FY,LECO,2013,-3912000.0,81640000.0,373327000.0,377239000.0,83459000.0,0.0
0000059527:2014:FY,LECO,2014,-72000.0,-135947000.0,117933000.0,118005000.0,-136681000.0,0.0
0000059527:2015:FY,LECO,2015,-689000.0,-8268000.0,119144000.0,119833000.0,-7645000.0,0.0
0000059527:2016:FY,LECO,2016,-132000.0,-32876000.0,165497000.0,165629000.0,-32770000.0,0.0
0000059527:2017:FY,LECO,2017,87000.0,81966000.0,329441000.0,329354000.0,81851000.0,0.0
0000059527:2018:FY,LECO,2018,-166000.0,-46646000.0,240347000.0,240513000.0,-46553000.0,0.0
0000059527:2019:FY,LECO,2019,255000.0,18170000.0,311253000.0,310998000.0,17889000.0,0.0
0000059527:2020:FY,LECO,2020,74000.0,-26295000.0,179849000.0,179775000.0,-26340000.0,0.0
0000059527:2021:FY,LECO,2021,-289000.0,44401000.0,320981000.0,321270000.0,0.0,0.0
0000058492:2011:FY,LEG,2011,3800000.0,-35900000.0,120500000.0,116700000.0,0.0,0.0
0000058492:2012:FY,LEG,2012,2400000.0,5900000.0,256400000.0,254000000.0,0.0,0.0
0000058492:2013:FY,LEG,2013,2600000.0,23700000.0,223400000.0,220800000.0,0.0,0.0
0000058492:2014:FY,LEG,2014,3000000.0,-97300000.0,3900000.0,900000.0,0.0,0.0
0000058492:2015:FY,LEG,2015,3600000.0,-89000000.0,240200000.0,236600000.0,0.0,0.0
0000058492:2016:FY,LEG,2016,300000.0,-22600000.0,363600000.0,363300000.0,0.0,0.0
0000058492:2017:FY,LEG,2017,100000.0,104100000.0,396800000.0,396700000.0,0.0,0.0
0000058492:2018:FY,LEG,2018,200000.0,-68100000.0,238000000.0,237800000.0,0.0,0.0
0000058492:2019:FY,LEG,2019,100000.0,800000.0,334700000.0,334600000.0,0.0,0.0
0000058492:2020:FY,LEG,2020,0.0,24300000.0,272000000.0,272000000.0,0.0,100000.0
0000058492:2021:FY,LEG,2021,100000.0,14000000.0,416600000.0,416500000.0,0.0,100000.0
0001436208:2019:FY,LEGH,2019,0.0,0.0,28844000.0,28844000.0,0.0,0.0
0001436208:2020:FY,LEGH,2020,0.0,0.0,37995000.0,37995000.0,0.0,0.0
0001436208:2021:FY,LEGH,2021,0.0,0.0,49871000.0,49871000.0,0.0,0.0
0000920760:2011:FY,LEN,2011,20345000.0,0.0,112544000.0,92199000.0,0.0,0.0
0000920760:2012:FY,LEN,2012,-21792000.0,0.0,657332000.0,679124000.0,0.0,0.0
0000920760:2013:FY,LEN,2013,25252000.0,0.0,504926000.0,479674000.0,0.0,0.0
0000920760:2014:FY,LEN,2014,-10223000.0,0.0,628693000.0,638916000.0,0.0,0.0
0000920760:2015:FY,LEN,2015,16306000.0,-91000.0,819109000.0,802803000.0,0.0,0.0
0000920760:2016:FY,LEN,2016,1247000.0,-348000.0,912743000.0,911496000.0,0.0,0.0
0000920760:2017:FY,LEN,2017,-38726000.0,1343000.0,773097000.0,811823000.0,1343000.0,0.0
0000920760:2018:FY,LEN,2018,21682000.0,-1400000.0,1716113000.0,1694431000.0,-1400000.0,0.0
0000920760:2019:FY,LEN,2019,-6933000.0,864000.0,1842983000.0,1849916000.0,864000.0,0.0
0000920760:2020:FY,LEN,2020,2517000.0,-1303000.0,2466250000.0,2463733000.0,-1303000.0,0.0
0000920760:2021:FY,LEN,2021,26438000.0,-536000.0,4456013000.0,4429575000.0,-536000.0,0.0
0001821806:2021:FY,LESL,2021,0.0,0.0,126634000.0,126634000.0,0.0,0.0
0001821806:2022:FY,LESL,2022,0.0,0.0,159029000.0,159029000.0,0.0,0.0
0001065059:2014:FY,LEU,2014,0.0,4600000.0,0.0,0.0,0.0,0.0
0001065059:2016:FY,LEU,2016,0.0,-3900000.0,-70900000.0,-70900000.0,0.0,0.0
0001065059:2017:FY,LEU,2017,0.0,-100000.0,12100000.0,12100000.0,0.0,0.0
0001065059:2018:FY,LEU,2018,0.0,-200000.0,-104300000.0,-104300000.0,0.0,0.0
0001065059:2019:FY,LEU,2019,0.0,0.0,-16500000.0,-16500000.0,0.0,0.0
0001065059:2020:FY,LEU,2020,0.0,0.0,54400000.0,54400000.0,0.0,0.0
0001065059:2021:FY,LEU,2021,0.0,0.0,175000000.0,175000000.0,0.0,0.0
0001823766:2021:FY,LFG,2021,0.0,0.0,-30921000.0,-30921000.0,0.0,0.0
0001845257:2021:FY,LFST,2021,0.0,0.0,-307197000.0,-307197000.0,0.0,0.0
0000889331:2011:FY,LFUS,2011,0.0,-12610000.0,74414000.0,74414000.0,0.0,0.0
0000889331:2012:FY,LFUS,2012,0.0,7917000.0,83249000.0,83249000.0,0.0,0.0
0000889331:2013:FY,LFUS,2013,0.0,3869000.0,92653000.0,92653000.0,0.0,0.0
0000889331:2014:FY,LFUS,2014,0.0,-41543000.0,57875000.0,57875000.0,0.0,0.0
0000889331:2016:FY,LFUS,2016,0.0,-28908000.0,75580000.0,75580000.0,0.0,0.0
0000889331:2017:FY,LFUS,2017,0.0,10911000.0,130430000.0,130430000.0,0.0,0.0
0000889331:2018:FY,LFUS,2018,-164565000.0,-24461000.0,-24461000.0,140104000.0,0.0,0.0
0000889331:2019:FY,LFUS,2019,-139082000.0,-8899000.0,-8899000.0,130183000.0,0.0,0.0
0000889331:2020:FY,LFUS,2020,0.0,15666000.0,145652000.0,145652000.0,0.0,0.0
0000889331:2021:FY,LFUS,2021,0.0,17694000.0,301500000.0,301500000.0,17694000.0,0.0
0000929351:2018:FY,LGF.A,2018,-5500000.0,6300000.0,474400000.0,479900000.0,0.0,0.0
0000929351:2019:FY,LGF.A,2019,-15400000.0,-68000000.0,-367600000.0,-352200000.0,0.0,0.0
0000929351:2020:FY,LGF.A,2020,-18000000.0,-125700000.0,-332100000.0,-314100000.0,0.0,0.0
0000929351:2021:FY,LGF.A,2021,-15600000.0,122700000.0,88200000.0,103800000.0,0.0,0.0
0000929351:2022:FY,LGF.A,2022,-17200000.0,112600000.0,-92800000.0,-75600000.0,0.0,0.0
0001580670:2013:FY,LGIH,2013,0.0,0.0,21737255.0,21737255.0,0.0,0.0
0001580670:2014:FY,LGIH,2014,0.0,0.0,28211000.0,28211000.0,0.0,0.0
0001580670:2015:FY,LGIH,2015,0.0,0.0,52830000.0,52830000.0,0.0,0.0
0001580670:2016:FY,LGIH,2016,0.0,0.0,75031000.0,75031000.0,0.0,0.0
0001580670:2017:FY,LGIH,2017,0.0,0.0,113306000.0,113306000.0,0.0,0.0
0001580670:2018:FY,LGIH,2018,0.0,0.0,155286000.0,155286000.0,0.0,0.0
0001580670:2019:FY,LGIH,2019,0.0,0.0,178608000.0,178608000.0,0.0,0.0
0001580670:2020:FY,LGIH,2020,0.0,0.0,323895000.0,323895000.0,0.0,0.0
0001580670:2021:FY,LGIH,2021,0.0,0.0,429645000.0,429645000.0,0.0,0.0
0000886163:2011:FY,LGND,2011,0.0,0.0,10176000.0,10176000.0,0.0,0.0
0000886163:2012:FY,LGND,2012,0.0,-527000.0,-527000.0,-527000.0,0.0,0.0
0000886163:2013:FY,LGND,2013,0.0,14334000.0,14334000.0,14334000.0,0.0,0.0
0000886163:2014:FY,LGND,2014,0.0,3171000.0,14063000.0,14063000.0,0.0,0.0
0000886163:2015:FY,LGND,2015,0.0,2348000.0,257273000.0,257273000.0,0.0,0.0
0000886163:2016:FY,LGND,2016,0.0,-2160000.0,-3796000.0,-3796000.0,0.0,0.0
0000886163:2017:FY,LGND,2017,0.0,-257000.0,12299000.0,12299000.0,0.0,0.0
0000886163:2018:FY,LGND,2018,0.0,73000.0,142473000.0,142473000.0,0.0,0.0
0000886163:2019:FY,LGND,2019,0.0,808000.0,630110000.0,630110000.0,0.0,0.0
0000886163:2020:FY,LGND,2020,0.0,-585000.0,-3570000.0,-3570000.0,0.0,0.0
0000886163:2021:FY,LGND,2021,0.0,-116000.0,57022000.0,57022000.0,0.0,0.0
0000920148:2011:FY,LH,2011,0.0,-56400000.0,476700000.0,476700000.0,0.0,0.0
0000920148:2012:FY,LH,2012,1700000.0,23900000.0,608700000.0,607000000.0,0.0,0.0
0000920148:2013:FY,LH,2013,1600000.0,-3200000.0,572200000.0,570600000.0,0.0,0.0
0000920148:2014:FY,LH,2014,1400000.0,-76700000.0,435900000.0,434500000.0,0.0,0.0
0000920148:2015:FY,LH,2015,1100000.0,-276500000.0,161500000.0,160400000.0,0.0,0.0
0000920148:2016:FY,LH,2016,1100000.0,-294100000.0,439100000.0,438000000.0,0.0,0.0
0000920148:2017:FY,LH,2017,5800000.0,245400000.0,1519400000.0,1513600000.0,0.0,0.0
0000920148:2018:FY,LH,2018,200000.0,-129400000.0,754500000.0,754300000.0,0.0,0.0
0000920148:2019:FY,LH,2019,1100000.0,90700000.0,915600000.0,914500000.0,0.0,0.0
0000920148:2020:FY,LH,2020,900000.0,210500000.0,1767500000.0,1766600000.0,0.0,0.0
0000920148:2021:FY,LH,2021,2200000.0,-30000000.0,2349500000.0,2347300000.0,0.0,0.0
0001303313:2011:FY,LHCG,2011,0.0,0.0,-3651000.0,-3651000.0,0.0,0.0
0001303313:2012:FY,LHCG,2012,0.0,0.0,35428000.0,35428000.0,0.0,0.0
0001303313:2013:FY,LHCG,2013,0.0,0.0,29146000.0,29146000.0,0.0,0.0
0001303313:2014:FY,LHCG,2014,0.0,0.0,28752000.0,28752000.0,0.0,0.0
0001303313:2015:FY,LHCG,2015,0.0,0.0,41650000.0,41650000.0,0.0,0.0
0001303313:2016:FY,LHCG,2016,0.0,0.0,45942000.0,45942000.0,0.0,0.0
0001303313:2017:FY,LHCG,2017,0.0,0.0,60386000.0,60386000.0,0.0,0.0
0001303313:2018:FY,LHCG,2018,0.0,0.0,78923000.0,78923000.0,0.0,0.0
0001303313:2019:FY,LHCG,2019,0.0,0.0,113852000.0,113852000.0,0.0,0.0
0001303313:2020:FY,LHCG,2020,0.0,0.0,137933000.0,137933000.0,0.0,0.0
0001303313:2021:FY,LHCG,2021,0.0,0.0,143616000.0,143616000.0,0.0,0.0
0000202058:2021:FY,LHX,2021,-4000000.0,693000000.0,2535000000.0,2539000000.0,0.0,0.0
0001818644:2021:FY,LIDR,2021,0.0,-65402000.0,-65402000.0,-65402000.0,0.0,0.0
0001069202:2010:FY,LII,2010,0.0,0.0,116200000.0,116200000.0,0.0,0.0
0001069202:2011:FY,LII,2011,0.0,0.0,88300000.0,88300000.0,0.0,0.0
0001069202:2012:FY,LII,2012,0.0,104800000.0,104800000.0,104800000.0,14800000.0,0.0
0001069202:2013:FY,LII,2013,0.0,-38800000.0,133000000.0,133000000.0,-38800000.0,0.0
0001069202:2014:FY,LII,2014,0.0,-92400000.0,113400000.0,113400000.0,-92400000.0,0.0
0001069202:2015:FY,LII,2015,0.0,-51200000.0,135400000.0,135400000.0,-51200000.0,0.0
0001069202:2016:FY,LII,2016,0.0,9600000.0,287400000.0,287400000.0,9600000.0,0.0
0001069202:2017:FY,LII,2017,0.0,37700000.0,343400000.0,343400000.0,37700000.0,0.0
0001069202:2018:FY,LII,2018,0.0,-31400000.0,327600000.0,327600000.0,-31400000.0,0.0
0001069202:2019:FY,LII,2019,0.0,85000000.0,493700000.0,493700000.0,85000000.0,0.0
0001069202:2020:FY,LII,2020,0.0,6600000.0,362900000.0,362900000.0,6600000.0,0.0
0001069202:2021:FY,LII,2021,0.0,9100000.0,473100000.0,473100000.0,9100000.0,0.0
0001570585:2015:FY,LILA,2015,103500000.0,-750200000.0,-1799700000.0,-1903200000.0,0.0,0.0
0001570585:2016:FY,LILA,2016,58900000.0,-1271400000.0,495900000.0,437000000.0,0.0,0.0
0001570585:2017:FY,LILA,2017,59200000.0,1944800000.0,-775800000.0,-835000000.0,1943100000.0,1700000.0
0001712184:2018:FY,LILA,2018,-291900000.0,39400000.0,-596400000.0,-304500000.0,40700000.0,-1300000.0
0001712184:2019:FY,LILA,2019,-102600000.0,1200000.0,-181200000.0,-78600000.0,1500000.0,-300000.0
0001712184:2020:FY,LILA,2020,-122500000.0,-111600000.0,-920500000.0,-798000000.0,-110800000.0,-800000.0
0001712184:2021:FY,LILA,2021,-50900000.0,35000000.0,-455100000.0,-404200000.0,35900000.0,-900000.0
0001575571:2013:FY,LIN,2013,-1512000.0,9858000.0,166459000.0,167971000.0,0.0,0.0
0001707925:2018:FY,LIN,2018,83000000.0,-206000000.0,4106000000.0,4023000000.0,0.0,0.0
0001707925:2019:FY,LIN,2019,19000000.0,-435000000.0,1946000000.0,1927000000.0,0.0,0.0
0001707925:2020:FY,LIN,2020,158000000.0,157000000.0,2783000000.0,2625000000.0,0.0,0.0
0001707925:2021:FY,LIN,2021,135000000.0,-358000000.0,3603000000.0,3468000000.0,0.0,0.0
0001512499:2015:FY,LIND,2015,0.0,0.0,19742000.0,19742000.0,0.0,0.0
0001512499:2016:FY,LIND,2016,0.0,0.0,5059000.0,5059000.0,0.0,0.0
0001512499:2017:FY,LIND,2017,0.0,0.0,-7529000.0,-7529000.0,0.0,0.0
0001512499:2018:FY,LIND,2018,200000.0,-671000.0,10881000.0,10681000.0,0.0,0.0
0001512499:2019:FY,LIND,2019,2395000.0,-4010000.0,14738000.0,12343000.0,0.0,0.0
0001512499:2020:FY,LIND,2020,-1403000.0,3079000.0,-97061000.0,-95658000.0,0.0,0.0
0001512499:2021:FY,LIND,2021,38000.0,968000.0,-118200000.0,-118238000.0,0.0,0.0
0001633978:2016:FY,LITE,2016,0.0,6200000.0,6200000.0,6200000.0,-3100000.0,0.0
0001633978:2017:FY,LITE,2017,0.0,-104500000.0,-104500000.0,-104500000.0,-2000000.0,0.0
0001633978:2018:FY,LITE,2018,0.0,247100000.0,247100000.0,247100000.0,-1000000.0,0.0
0001633978:2019:FY,LITE,2019,0.0,-35700000.0,-35700000.0,-35700000.0,700000.0,0.0
0001633978:2020:FY,LITE,2020,0.0,136300000.0,136300000.0,136300000.0,800000.0,0.0
0001633978:2021:FY,LITE,2021,0.0,397600000.0,397600000.0,397600000.0,300000.0,0.0
0001633978:2022:FY,LITE,2022,0.0,191100000.0,191100000.0,191100000.0,-7800000.0,0.0
0001639691:2016:FY,LIVN,2016,0.0,-14259000.0,-77048000.0,-77048000.0,-14259000.0,0.0
0001639691:2017:FY,LIVN,2017,0.0,88711000.0,88711000.0,88711000.0,113800000.0,0.0
0001639691:2018:FY,LIVN,2018,0.0,-259188000.0,-259188000.0,-259188000.0,-69789000.0,0.0
0001639691:2019:FY,LIVN,2019,0.0,-150092000.0,-150092000.0,-150092000.0,5084000.0,0.0
0001639691:2020:FY,LIVN,2020,0.0,-297807000.0,-297807000.0,-297807000.0,47201000.0,0.0
0001639691:2021:FY,LIVN,2021,0.0,-170804000.0,-170804000.0,-170804000.0,-34986000.0,0.0
0000721994:2011:FY,LKFN,2011,0.0,34451000.0,34451000.0,34451000.0,0.0,0.0
0000721994:2012:FY,LKFN,2012,0.0,550000.0,35944000.0,35944000.0,550000.0,0.0
0000721994:2013:FY,LKFN,2013,0.0,-8183000.0,30656000.0,30656000.0,-8183000.0,0.0
0000721994:2014:FY,LKFN,2014,0.0,6324000.0,50129000.0,50129000.0,6324000.0,0.0
0000721994:2015:FY,LKFN,2015,0.0,-1688000.0,44679000.0,44679000.0,-1688000.0,0.0
0000721994:2016:FY,LKFN,2016,0.0,-4529000.0,47555000.0,47555000.0,-4529000.0,0.0
0000721994:2017:FY,LKFN,2017,0.0,1717000.0,59047000.0,59047000.0,1717000.0,0.0
0000721994:2018:FY,LKFN,2018,0.0,-5280000.0,75131000.0,75131000.0,-5280000.0,0.0
0000721994:2019:FY,LKFN,2019,0.0,18250000.0,105297000.0,105297000.0,18250000.0,0.0
0000721994:2020:FY,LKFN,2020,0.0,15685000.0,100022000.0,100022000.0,15685000.0,0.0
0000721994:2021:FY,LKFN,2021,0.0,-11651000.0,84082000.0,84082000.0,-11651000.0,0.0
0001065696:2012:FY,LKQ,2012,0.0,9720000.0,270945000.0,270945000.0,0.0,0.0
0001065696:2013:FY,LKQ,2013,0.0,19252000.0,330875000.0,330875000.0,0.0,0.0
0001065696:2014:FY,LKQ,2014,0.0,-60236000.0,321283000.0,321283000.0,0.0,0.0
0001065696:2015:FY,LKQ,2015,0.0,-65245000.0,357978000.0,357978000.0,0.0,0.0
0001065696:2016:FY,LKQ,2016,0.0,-161705000.0,302270000.0,302270000.0,0.0,0.0
0001065696:2017:FY,LKQ,2017,-3516000.0,196699000.0,726927000.0,730443000.0,0.0,0.0
0001065696:2018:FY,LKQ,2018,3050000.0,-109819000.0,373349000.0,370299000.0,0.0,0.0
0001065696:2019:FY,LKQ,2019,3774000.0,-25935000.0,519099000.0,515325000.0,0.0,0.0
0001065696:2020:FY,LKQ,2020,1991000.0,101876000.0,742290000.0,740299000.0,0.0,0.0
0001065696:2021:FY,LKQ,2021,1251000.0,-54121000.0,1038003000.0,1036752000.0,0.0,0.0
0001396033:2011:FY,LL,2011,0.0,26062000.0,26062000.0,26062000.0,0.0,0.0
0001396033:2012:FY,LL,2012,0.0,47331000.0,47331000.0,47331000.0,0.0,0.0
0001396033:2013:FY,LL,2013,0.0,76760000.0,76760000.0,76760000.0,0.0,0.0
0001396033:2014:FY,LL,2014,0.0,63137000.0,63137000.0,63137000.0,0.0,0.0
0001396033:2015:FY,LL,2015,0.0,-57302000.0,-57302000.0,-57302000.0,-869000.0,0.0
0001396033:2016:FY,LL,2016,0.0,-68354000.0,-68354000.0,-68354000.0,209000.0,0.0
0001396033:2017:FY,LL,2017,0.0,-37519000.0,-37519000.0,-37519000.0,304000.0,0.0
0001396033:2018:FY,LL,2018,0.0,-54612000.0,-54612000.0,-54612000.0,-233000.0,0.0
0001396033:2019:FY,LL,2019,0.0,-195000.0,9468000.0,9468000.0,-195000.0,0.0
0001396033:2020:FY,LL,2020,0.0,1580000.0,63007000.0,63007000.0,1580000.0,0.0
0001396033:2021:FY,LL,2021,0.0,0.0,41698000.0,41698000.0,0.0,0.0
0000059478:2011:FY,LLY,2011,0.0,3159200000.0,3159200000.0,3159200000.0,0.0,0.0
0000059478:2012:FY,LLY,2012,0.0,61500000.0,4150100000.0,4150100000.0,0.0,0.0
0000059478:2013:FY,LLY,2013,0.0,1794400000.0,6479200000.0,6479200000.0,0.0,0.0
0000059478:2014:FY,LLY,2014,0.0,-1989100000.0,401400000.0,401400000.0,0.0,0.0
0000059478:2015:FY,LLY,2015,0.0,-588900000.0,1819500000.0,1819500000.0,0.0,0.0
0000059478:2016:FY,LLY,2016,0.0,-645100000.0,2092500000.0,2092500000.0,-693300000.0,48200000.0
0000059478:2017:FY,LLY,2017,0.0,174500000.0,-29600000.0,-29600000.0,199000000.0,-24500000.0
0000059478:2018:FY,LLY,2018,0.0,83600000.0,3315600000.0,3315600000.0,72600000.0,11000000.0
0000059478:2019:FY,LLY,2019,0.0,-783400000.0,7535000000.0,7535000000.0,0.0,0.0
0000059478:2020:FY,LLY,2020,0.0,27200000.0,6220900000.0,6220900000.0,0.0,0.0
0000059478:2021:FY,LLY,2021,0.0,2153300000.0,7735000000.0,7735000000.0,0.0,0.0
0001158895:2011:FY,LMAT,2011,0.0,0.0,2143000.0,2143000.0,0.0,0.0
0001158895:2012:FY,LMAT,2012,0.0,173000.0,2744000.0,2744000.0,0.0,0.0
0001158895:2013:FY,LMAT,2013,0.0,180000.0,3382000.0,3382000.0,0.0,0.0
0001158895:2014:FY,LMAT,2014,0.0,-2112000.0,1803000.0,1803000.0,0.0,0.0
0001158895:2015:FY,LMAT,2015,0.0,-1684000.0,6074000.0,6074000.0,0.0,0.0
0001158895:2016:FY,LMAT,2016,0.0,-534000.0,10056000.0,10056000.0,0.0,0.0
0001158895:2017:FY,LMAT,2017,0.0,2294000.0,19471000.0,19471000.0,0.0,0.0
0001158895:2018:FY,LMAT,2018,0.0,21332000.0,21332000.0,21332000.0,-1611000.0,0.0
0001158895:2019:FY,LMAT,2019,0.0,17827000.0,17827000.0,17827000.0,-107000.0,0.0
0001158895:2020:FY,LMAT,2020,0.0,23702000.0,23702000.0,23702000.0,2482000.0,0.0
0001158895:2021:FY,LMAT,2021,0.0,24997000.0,24997000.0,24997000.0,-1910000.0,0.0
0001691421:2020:FY,LMND,2020,0.0,-120600000.0,-120600000.0,-120600000.0,1700000.0,0.0
0001691421:2021:FY,LMND,2021,0.0,-246500000.0,-246500000.0,-246500000.0,-5200000.0,0.0
0000936468:2009:FY,LMT,2009,0.0,0.0,3024000000.0,3024000000.0,0.0,0.0
0000936468:2011:FY,LMT,2011,0.0,0.0,2655000000.0,2655000000.0,0.0,0.0
0000936468:2012:FY,LMT,2012,0.0,-2236000000.0,509000000.0,509000000.0,0.0,0.0
0000936468:2013:FY,LMT,2013,0.0,3892000000.0,6873000000.0,6873000000.0,0.0,0.0
0000936468:2014:FY,LMT,2014,0.0,-2269000000.0,1345000000.0,1345000000.0,0.0,0.0
0000936468:2015:FY,LMT,2015,0.0,426000000.0,4031000000.0,4031000000.0,0.0,0.0
0000936468:2016:FY,LMT,2016,0.0,-658000000.0,4644000000.0,4644000000.0,0.0,0.0
0000936468:2017:FY,LMT,2017,0.0,-438000000.0,1564000000.0,1564000000.0,0.0,0.0
0000936468:2018:FY,LMT,2018,0.0,626000000.0,5672000000.0,5672000000.0,0.0,0.0
0000936468:2019:FY,LMT,2019,0.0,-1233000000.0,4997000000.0,4997000000.0,0.0,0.0
0000936468:2020:FY,LMT,2020,0.0,-567000000.0,6266000000.0,6266000000.0,0.0,0.0
0000936468:2021:FY,LMT,2021,0.0,5115000000.0,11430000000.0,11430000000.0,0.0,0.0
0000059558:2010:FY,LNC,2010,0.0,0.0,980000000.0,980000000.0,0.0,0.0
0000059558:2011:FY,LNC,2011,0.0,0.0,294000000.0,294000000.0,0.0,0.0
0000059558:2012:FY,LNC,2012,0.0,2441000000.0,2441000000.0,2441000000.0,1128000000.0,0.0
0000059558:2013:FY,LNC,2013,0.0,-2245000000.0,-1001000000.0,-1001000000.0,0.0,0.0
0000059558:2014:FY,LNC,2014,0.0,1533000000.0,3048000000.0,3048000000.0,0.0,0.0
0000059558:2015:FY,LNC,2015,0.0,-2251000000.0,-1097000000.0,-1097000000.0,0.0,0.0
0000059558:2016:FY,LNC,2016,0.0,721000000.0,1913000000.0,1913000000.0,0.0,0.0
0000059558:2017:FY,LNC,2017,0.0,1664000000.0,3743000000.0,3743000000.0,0.0,0.0
0000059558:2018:FY,LNC,2018,0.0,-3465000000.0,-1824000000.0,-1824000000.0,0.0,0.0
0000059558:2019:FY,LNC,2019,0.0,5266000000.0,6152000000.0,6152000000.0,0.0,0.0
0000059558:2020:FY,LNC,2020,0.0,3258000000.0,3757000000.0,3757000000.0,0.0,0.0
0000059558:2021:FY,LNC,2021,0.0,-2490000000.0,-1085000000.0,-1085000000.0,0.0,0.0
0001005286:2012:FY,LNDC,2012,0.0,0.0,13099000.0,13099000.0,0.0,0.0
0001005286:2013:FY,LNDC,2013,0.0,0.0,22812000.0,22812000.0,0.0,0.0
0001005286:2014:FY,LNDC,2014,0.0,-197000.0,19145000.0,19145000.0,29925000.0,0.0
0001005286:2015:FY,LNDC,2015,0.0,-181000.0,13544000.0,13544000.0,0.0,0.0
