,ticker,fiscal_year,comprehensive_income_loss_attributable_to_noncontrolling_interest,other_comprehensive_income_loss,comprehensive_income_loss,comprehensive_income_loss_attributable_to_parent,other_comprehensive_income_loss_attributable_to_parent,other_comprehensive_income_loss_attributable_to_noncontrolling_interest
0001509991:2012:FY,KOS,2012,0.0,1190000.0,-65838000.0,-65838000.0,1190000.0,0.0
0001509991:2013:FY,KOS,2013,0.0,-1527000.0,-92571000.0,-92571000.0,-1527000.0,0.0
0001509991:2014:FY,KOS,2014,0.0,277979000.0,277979000.0,277979000.0,-1391000.0,0.0
0001509991:2015:FY,KOS,2015,0.0,-70603000.0,-70603000.0,-70603000.0,-767000.0,0.0
0001509991:2016:FY,KOS,2016,0.0,-283780000.0,-283780000.0,-283780000.0,0.0,0.0
0001509991:2017:FY,KOS,2017,0.0,-222792000.0,-222792000.0,-222792000.0,0.0,0.0
0001509991:2018:FY,KOS,2018,0.0,0.0,-93991000.0,-93991000.0,0.0,0.0
0001509991:2019:FY,KOS,2019,0.0,0.0,-55777000.0,-55777000.0,0.0,0.0
0001509991:2020:FY,KOS,2020,0.0,0.0,-411586000.0,-411586000.0,0.0,0.0
0001509991:2021:FY,KOS,2021,0.0,0.0,-77836000.0,-77836000.0,0.0,0.0
0001503802:2013:FY,KPTI,2013,0.0,0.0,-33947000.0,-33947000.0,0.0,0.0
0001503802:2014:FY,KPTI,2014,0.0,-75806000.0,-75806000.0,-75806000.0,0.0,0.0
0001503802:2015:FY,KPTI,2015,0.0,-118434000.0,-118434000.0,-118434000.0,0.0,0.0
0001503802:2016:FY,KPTI,2016,0.0,-109569000.0,-109569000.0,-109569000.0,0.0,0.0
0001503802:2017:FY,KPTI,2017,0.0,-128927000.0,-128927000.0,-128927000.0,0.0,0.0
0001503802:2018:FY,KPTI,2018,0.0,-27000.0,-178434000.0,-178434000.0,0.0,0.0
0001503802:2019:FY,KPTI,2019,0.0,207000.0,-199383000.0,-199383000.0,0.0,0.0
0001503802:2020:FY,KPTI,2020,0.0,555000.0,-195718000.0,-195718000.0,0.0,0.0
0001503802:2021:FY,KPTI,2021,0.0,-327000.0,-124415000.0,-124415000.0,0.0,0.0
0000056873:2011:FY,KR,2011,17000000.0,43000000.0,1176000000.0,1159000000.0,0.0,0.0
0000056873:2012:FY,KR,2012,-6000000.0,-294000000.0,302000000.0,308000000.0,-294000000.0,0.0
0000056873:2013:FY,KR,2013,11000000.0,91000000.0,1599000000.0,1588000000.0,91000000.0,0.0
0000056873:2014:FY,KR,2014,12000000.0,289000000.0,1820000000.0,1808000000.0,289000000.0,0.0
0000056873:2015:FY,KR,2015,19000000.0,-348000000.0,1399000000.0,1380000000.0,-348000000.0,0.0
0000056873:2016:FY,KR,2016,10000000.0,132000000.0,2181000000.0,2171000000.0,132000000.0,0.0
0000056873:2017:FY,KR,2017,-18000000.0,-35000000.0,1922000000.0,1940000000.0,-35000000.0,0.0
0000056873:2018:FY,KR,2018,-18000000.0,244000000.0,2133000000.0,2151000000.0,244000000.0,0.0
0000056873:2019:FY,KR,2019,-32000000.0,125000000.0,3203000000.0,3235000000.0,125000000.0,0.0
0000056873:2020:FY,KR,2020,-147000000.0,-294000000.0,1218000000.0,1365000000.0,-294000000.0,0.0
0000056873:2021:FY,KR,2021,3000000.0,10000000.0,2598000000.0,2595000000.0,10000000.0,0.0
0000056873:2022:FY,KR,2022,11000000.0,163000000.0,1829000000.0,1818000000.0,163000000.0,0.0
0001025996:2010:FY,KRC,2010,0.0,0.0,19886000.0,19886000.0,0.0,0.0
0001025996:2011:FY,KRC,2011,0.0,0.0,67489000.0,67489000.0,0.0,0.0
0001025996:2012:FY,KRC,2012,0.0,0.0,277101000.0,277101000.0,0.0,0.0
0001025996:2013:FY,KRC,2013,0.0,0.0,44565000.0,44565000.0,0.0,0.0
0001025996:2014:FY,KRC,2014,0.0,0.0,183808000.0,183808000.0,0.0,0.0
0001025996:2015:FY,KRC,2015,0.0,0.0,238604000.0,238604000.0,0.0,0.0
0001025996:2016:FY,KRC,2016,0.0,0.0,303798000.0,303798000.0,0.0,0.0
0001025996:2017:FY,KRC,2017,0.0,0.0,180615000.0,180615000.0,0.0,0.0
0001025996:2018:FY,KRC,2018,0.0,0.0,277926000.0,277926000.0,0.0,0.0
0001025996:2019:FY,KRC,2019,0.0,0.0,215229000.0,215229000.0,0.0,0.0
0001025996:2020:FY,KRC,2020,0.0,0.0,207293000.0,207293000.0,0.0,0.0
0001025996:2021:FY,KRC,2021,0.0,0.0,658910000.0,658910000.0,0.0,0.0
0001631596:2017:FY,KREF,2017,0.0,0.0,60079000.0,60079000.0,0.0,0.0
0001631596:2018:FY,KREF,2018,0.0,0.0,89807000.0,89807000.0,0.0,0.0
0001631596:2019:FY,KREF,2019,0.0,0.0,89965000.0,89965000.0,0.0,0.0
0001631596:2020:FY,KREF,2020,0.0,0.0,54397000.0,54397000.0,0.0,0.0
0001631596:2021:FY,KREF,2021,0.0,0.0,137183000.0,137183000.0,0.0,0.0
0001286043:2011:FY,KRG,2011,175379.0,1547918.0,6532658.0,6357279.0,1376005.0,0.0
0001286043:2012:FY,KRG,2012,361052.0,-4002459.0,-7707243.0,-8068295.0,-3734448.0,-268011.0
0001286043:2013:FY,KRG,2013,-160870.0,7136043.0,3600788.0,3761658.0,6611393.0,524648.0
0001286043:2014:FY,KRG,2014,932000.0,-2621000.0,-7297000.0,-8229000.0,-2528000.0,-93000.0
0001286043:2015:FY,KRG,2015,2173000.0,-995000.0,28320000.0,26147000.0,-970000.0,0.0
0001286043:2016:FY,KRG,2016,1975000.0,1871000.0,4987000.0,3012000.0,1829000.0,0.0
0001286043:2017:FY,KRG,2017,2092000.0,3384000.0,17272000.0,15180000.0,3306000.0,0.0
0001286043:2018:FY,KRG,2018,-44000.0,-6647000.0,-53098000.0,-53054000.0,-6487000.0,0.0
0001286043:2019:FY,KRG,2019,160000.0,-13158000.0,-13160000.0,-13320000.0,-12786000.0,0.0
0001286043:2020:FY,KRG,2020,-367000.0,-14969000.0,-31092000.0,-30725000.0,-14602000.0,0.0
0001286043:2021:FY,KRG,2021,-229000.0,15670000.0,-66052000.0,-65823000.0,14983000.0,0.0
0001617242:2015:FY,KRNY,2015,0.0,-5481000.0,148000.0,148000.0,0.0,0.0
0001617242:2016:FY,KRNY,2016,0.0,-9026000.0,6796000.0,6796000.0,0.0,0.0
0001617242:2017:FY,KRNY,2017,0.0,17831000.0,36434000.0,36434000.0,0.0,0.0
0001617242:2018:FY,KRNY,2018,0.0,16110000.0,35706000.0,35706000.0,0.0,0.0
0001617242:2019:FY,KRNY,2019,0.0,-15696000.0,26446000.0,26446000.0,0.0,0.0
0001617242:2020:FY,KRNY,2020,0.0,-1582000.0,43383000.0,43383000.0,0.0,0.0
0001617242:2021:FY,KRNY,2021,0.0,4887000.0,68120000.0,68120000.0,0.0,0.0
0001617242:2022:FY,KRNY,2022,0.0,-61871000.0,5676000.0,5676000.0,0.0,0.0
0001257640:2011:FY,KRO,2011,0.0,287500000.0,287500000.0,287500000.0,0.0,0.0
0001257640:2012:FY,KRO,2012,0.0,-11300000.0,207200000.0,207200000.0,0.0,0.0
0001257640:2013:FY,KRO,2013,0.0,45100000.0,-56900000.0,-56900000.0,0.0,0.0
0001257640:2014:FY,KRO,2014,0.0,-183800000.0,-84600000.0,-84600000.0,0.0,0.0
0001257640:2015:FY,KRO,2015,0.0,-76200000.0,-249800000.0,-249800000.0,0.0,0.0
0001257640:2016:FY,KRO,2016,0.0,-40800000.0,2500000.0,2500000.0,-40800000.0,0.0
0001257640:2017:FY,KRO,2017,0.0,74100000.0,428600000.0,428600000.0,74100000.0,0.0
0001257640:2018:FY,KRO,2018,0.0,-40800000.0,164200000.0,164200000.0,0.0,0.0
0001257640:2019:FY,KRO,2019,0.0,-24500000.0,62600000.0,62600000.0,0.0,0.0
0001257640:2020:FY,KRO,2020,0.0,600000.0,64500000.0,64500000.0,0.0,0.0
0001257640:2021:FY,KRO,2021,0.0,44100000.0,157000000.0,157000000.0,0.0,0.0
0001741830:2020:FY,KRON,2020,0.0,-88445000.0,-88445000.0,-88445000.0,0.0,0.0
0001741830:2021:FY,KRON,2021,0.0,-151098000.0,-151098000.0,-151098000.0,0.0,0.0
0001664710:2020:FY,KROS,2020,0.0,0.0,-45361000.0,-45361000.0,0.0,0.0
0001664710:2021:FY,KROS,2021,0.0,0.0,-58744000.0,-58744000.0,0.0,0.0
0001758021:2021:FY,KRT,2021,0.0,0.0,22439000.0,22439000.0,0.0,0.0
0001771917:2019:FY,KRTX,2019,0.0,5000.0,-43952000.0,-43952000.0,5000.0,0.0
0001771917:2020:FY,KRTX,2020,0.0,34000.0,-68520000.0,-68520000.0,0.0,0.0
0001771917:2021:FY,KRTX,2021,0.0,-536000.0,-144341000.0,-144341000.0,0.0,0.0
0001772177:2020:FY,KRUS,2020,0.0,0.0,-17358000.0,-17358000.0,0.0,0.0
0001772177:2021:FY,KRUS,2021,0.0,0.0,-10295000.0,-10295000.0,0.0,0.0
0001772177:2022:FY,KRUS,2022,0.0,0.0,-764000.0,-764000.0,0.0,0.0
0001711279:2017:FY,KRYS,2017,0.0,0.0,-7920000.0,-7920000.0,0.0,0.0
0001711279:2019:FY,KRYS,2019,0.0,-19080000.0,-19080000.0,-19080000.0,0.0,0.0
0001711279:2020:FY,KRYS,2020,0.0,-32171000.0,-32171000.0,-32171000.0,0.0,0.0
0001711279:2021:FY,KRYS,2021,0.0,-69739000.0,-69739000.0,-69739000.0,0.0,0.0
0000885639:2010:FY,KSS,2010,0.0,1001000000.0,1001000000.0,1001000000.0,0.0,0.0
0000885639:2011:FY,KSS,2011,0.0,1113000000.0,1113000000.0,1113000000.0,0.0,0.0
0000885639:2012:FY,KSS,2012,0.0,1151000000.0,1151000000.0,1151000000.0,-16000000.0,0.0
0000885639:2013:FY,KSS,2013,0.0,994000000.0,994000000.0,994000000.0,8000000.0,0.0
0000885639:2014:FY,KSS,2014,0.0,900000000.0,900000000.0,900000000.0,11000000.0,0.0
0000885639:2015:FY,KSS,2015,0.0,881000000.0,881000000.0,881000000.0,14000000.0,0.0
0000885639:2016:FY,KSS,2016,0.0,676000000.0,676000000.0,676000000.0,3000000.0,0.0
0000885639:2017:FY,KSS,2017,0.0,559000000.0,559000000.0,559000000.0,3000000.0,0.0
0000885639:2018:FY,KSS,2018,0.0,862000000.0,862000000.0,862000000.0,0.0,0.0
0000885639:2019:FY,KSS,2019,0.0,11000000.0,812000000.0,812000000.0,0.0,0.0
0000885639:2020:FY,KSS,2020,0.0,0.0,691000000.0,691000000.0,0.0,0.0
0000885639:2021:FY,KSS,2021,0.0,0.0,-163000000.0,-163000000.0,0.0,0.0
0000885639:2022:FY,KSS,2022,0.0,0.0,938000000.0,938000000.0,0.0,0.0
0001760965:2019:FY,KTB,2019,0.0,-4494000.0,93654000.0,93654000.0,-3000000.0,0.0
0001760965:2020:FY,KTB,2020,0.0,52814000.0,52814000.0,52814000.0,-15109000.0,0.0
0001069258:2011:FY,KTOS,2011,0.0,-24400000.0,-24400000.0,-24400000.0,-200000.0,0.0
0001069258:2012:FY,KTOS,2012,0.0,-600000.0,-115000000.0,-115000000.0,-600000.0,0.0
0001069258:2013:FY,KTOS,2013,0.0,0.0,-37200000.0,-37200000.0,0.0,0.0
0001069258:2014:FY,KTOS,2014,0.0,-900000.0,-78900000.0,-78900000.0,-900000.0,0.0
0001069258:2015:FY,KTOS,2015,0.0,300000.0,20100000.0,20100000.0,300000.0,0.0
0001069258:2016:FY,KTOS,2016,0.0,-300000.0,-60800000.0,-60800000.0,-300000.0,0.0
0001069258:2017:FY,KTOS,2017,0.0,300000.0,-42400000.0,-42400000.0,300000.0,0.0
0001069258:2018:FY,KTOS,2018,0.0,700000.0,-2800000.0,-2800000.0,700000.0,0.0
0001069258:2019:FY,KTOS,2019,100000.0,300000.0,12900000.0,12800000.0,300000.0,0.0
0001069258:2020:FY,KTOS,2020,-200000.0,1800000.0,81200000.0,81400000.0,1800000.0,0.0
0001069258:2021:FY,KTOS,2021,400000.0,-800000.0,-2400000.0,-2800000.0,-800000.0,0.0
0001422143:2015:FY,KURA,2015,0.0,-22712000.0,-22712000.0,-22712000.0,0.0,0.0
0001422143:2016:FY,KURA,2016,0.0,-27491000.0,-27491000.0,-27491000.0,0.0,0.0
0001422143:2017:FY,KURA,2017,0.0,-35465000.0,-35465000.0,-35465000.0,0.0,0.0
0001422143:2018:FY,KURA,2018,0.0,-82000.0,-60529000.0,-60529000.0,0.0,0.0
0001422143:2019:FY,KURA,2019,0.0,462000.0,-62678000.0,-62678000.0,0.0,0.0
0001422143:2020:FY,KURA,2020,0.0,-285000.0,-89910000.0,-89910000.0,0.0,0.0
0001422143:2021:FY,KURA,2021,0.0,-1835000.0,-132301000.0,-132301000.0,0.0,0.0
0001408100:2011:FY,KW,2011,0.0,-13884000.0,-6406000.0,-6406000.0,-4008000.0,0.0
0001408100:2012:FY,KW,2012,2589000.0,7534000.0,14373000.0,11784000.0,0.0,0.0
0001408100:2013:FY,KW,2013,20300000.0,-3400000.0,10500000.0,-9800000.0,0.0,0.0
0001408100:2014:FY,KW,2014,15600000.0,-37400000.0,52700000.0,37100000.0,0.0,-83800000.0
0001408100:2015:FY,KW,2015,-118400000.0,-122200000.0,-63200000.0,55200000.0,0.0,0.0
0001408100:2016:FY,KW,2016,-166300000.0,-260700000.0,-184200000.0,-17900000.0,0.0,-237200000.0
0001408100:2017:FY,KW,2017,124200000.0,89200000.0,227200000.0,103000000.0,0.0,86700000.0
0001408100:2018:FY,KW,2018,65400000.0,-11100000.0,201000000.0,135600000.0,0.0,3300000.0
0001408100:2019:FY,KW,2019,105000000.0,35100000.0,356200000.0,251200000.0,0.0,0.0
0001408100:2020:FY,KW,2020,-1700000.0,24200000.0,132000000.0,133700000.0,0.0,0.0
0001408100:2021:FY,KW,2021,5200000.0,3300000.0,339700000.0,334500000.0,0.0,0.0
0000081362:2011:FY,KWR,2011,0.0,0.0,45900000.0,45900000.0,0.0,0.0
0000081362:2012:FY,KWR,2012,2698000.0,-13025000.0,37215000.0,34517000.0,0.0,2698000.0
0000081362:2013:FY,KWR,2013,1206000.0,5849000.0,64700000.0,63494000.0,0.0,1206000.0
0000081362:2014:FY,KWR,2014,1568000.0,-19943000.0,38354000.0,36786000.0,0.0,1568000.0
0000081362:2015:FY,KWR,2015,889000.0,-19547000.0,33159000.0,32270000.0,0.0,889000.0
0000081362:2016:FY,KWR,2016,1575000.0,-14152000.0,48887000.0,47312000.0,0.0,1575000.0
0000081362:2017:FY,KWR,2017,2736000.0,23021000.0,45321000.0,42585000.0,0.0,-2736000.0
0000081362:2018:FY,KWR,2018,248000.0,-15705000.0,44106000.0,43858000.0,0.0,248000.0
0000081362:2019:FY,KWR,2019,287000.0,2570000.0,34454000.0,34167000.0,0.0,287000.0
0000081362:2020:FY,KWR,2020,37000.0,51480000.0,91267000.0,91230000.0,0.0,37000.0
0000081362:2021:FY,KWR,2021,78000.0,-37376000.0,84055000.0,83977000.0,0.0,78000.0
0001815442:2020:FY,KYMR,2020,0.0,-134000.0,-45727000.0,-45727000.0,0.0,0.0
0001815442:2021:FY,KYMR,2021,0.0,-532000.0,-100749000.0,-100749000.0,0.0,0.0
0001645666:2018:FY,KZR,2018,0.0,-92000.0,-23259000.0,-23259000.0,-92000.0,0.0
0001645666:2019:FY,KZR,2019,0.0,7000.0,-35080000.0,-35080000.0,7000.0,0.0
0001645666:2020:FY,KZR,2020,0.0,59000.0,-41683000.0,-41683000.0,59000.0,0.0
0001645666:2021:FY,KZR,2021,0.0,-154000.0,-54784000.0,-54784000.0,-154000.0,0.0
0000060086:2009:FY,L,2009,1215000000.0,3672000000.0,5055000000.0,3840000000.0,0.0,0.0
0000060086:2011:FY,L,2011,648000000.0,150000000.0,1846000000.0,1198000000.0,0.0,0.0
0000060086:2012:FY,L,2012,575000000.0,322000000.0,1432000000.0,857000000.0,0.0,0.0
0000060086:2013:FY,L,2013,437000000.0,-378000000.0,691000000.0,254000000.0,0.0,-37000000.0
0000060086:2014:FY,L,2014,361000000.0,-69000000.0,893000000.0,532000000.0,0.0,10000000.0
0000060086:2015:FY,L,2015,-53000000.0,-718000000.0,-431000000.0,-378000000.0,0.0,-80000000.0
0000060086:2016:FY,L,2016,81000000.0,153000000.0,869000000.0,788000000.0,0.0,19000000.0
0000060086:2017:FY,L,2017,269000000.0,218000000.0,1630000000.0,1361000000.0,0.0,0.0
0000060086:2018:FY,L,2018,-25000000.0,-892000000.0,-186000000.0,-161000000.0,0.0,0.0
0000060086:2019:FY,L,2019,38000000.0,911000000.0,1782000000.0,1744000000.0,0.0,0.0
0000060086:2020:FY,L,2020,-282000000.0,727000000.0,-564000000.0,-282000000.0,0.0,0.0
0000060086:2021:FY,L,2021,75000000.0,-445000000.0,1258000000.0,1183000000.0,0.0,0.0
0001023128:2011:FY,LAD,2011,0.0,59221000.0,59221000.0,59221000.0,0.0,0.0
0001023128:2012:FY,LAD,2012,0.0,82255000.0,82255000.0,82255000.0,0.0,0.0
0001023128:2013:FY,LAD,2013,0.0,107077000.0,107077000.0,107077000.0,0.0,0.0
0001023128:2014:FY,LAD,2014,0.0,139332000.0,139332000.0,139332000.0,0.0,0.0
0001023128:2015:FY,LAD,2015,0.0,183648000.0,183648000.0,183648000.0,0.0,0.0
0001023128:2016:FY,LAD,2016,0.0,197335000.0,197335000.0,197335000.0,0.0,0.0
0001023128:2017:FY,LAD,2017,0.0,245217000.0,245217000.0,245217000.0,0.0,0.0
0001023128:2018:FY,LAD,2018,0.0,265700000.0,265700000.0,265700000.0,0.0,0.0
0001023128:2019:FY,LAD,2019,0.0,270800000.0,270800000.0,270800000.0,0.0,0.0
0001023128:2020:FY,LAD,2020,0.0,464700000.0,464700000.0,464700000.0,0.0,0.0
0001023128:2021:FY,LAD,2021,2600000.0,3300000.0,1066000000.0,1063400000.0,0.0,0.0
0001577670:2014:FY,LADR,2014,0.0,18016406.0,115642657.0,115642657.0,0.0,0.0
0001577670:2015:FY,LADR,2015,0.0,-36545000.0,109589000.0,109589000.0,0.0,0.0
0001577670:2016:FY,LADR,2016,0.0,8519000.0,122239000.0,122239000.0,0.0,0.0
0001577670:2017:FY,LADR,2017,0.0,-2220000.0,123659000.0,123659000.0,0.0,0.0
0001577670:2018:FY,LADR,2018,0.0,-5141000.0,216535000.0,216535000.0,0.0,0.0
0001577670:2019:FY,LADR,2019,0.0,9930000.0,146931000.0,146931000.0,0.0,0.0
0001577670:2020:FY,LADR,2020,0.0,-15158000.0,-24616000.0,-24616000.0,0.0,0.0
0001577670:2021:FY,LADR,2021,0.0,6351000.0,63244000.0,63244000.0,0.0,0.0
0000899045:2010:FY,LAMR,2010,0.0,-39240000.0,-39240000.0,-39240000.0,0.0,0.0
0000899045:2011:FY,LAMR,2011,0.0,7766000.0,7766000.0,7766000.0,0.0,0.0
0000899045:2012:FY,LAMR,2012,0.0,10473000.0,10473000.0,10473000.0,0.0,0.0
0001090425:2013:FY,LAMR,2013,0.0,38028000.0,38028000.0,38028000.0,0.0,0.0
0001090425:2014:FY,LAMR,2014,0.0,252105000.0,252105000.0,252105000.0,0.0,0.0
0001090425:2015:FY,LAMR,2015,0.0,258938000.0,258938000.0,258938000.0,0.0,0.0
0001090425:2016:FY,LAMR,2016,0.0,299363000.0,299363000.0,299363000.0,0.0,0.0
0001090425:2017:FY,LAMR,2017,0.0,319602000.0,319602000.0,319602000.0,0.0,0.0
0001090425:2018:FY,LAMR,2018,0.0,-1290000.0,303942000.0,303942000.0,0.0,0.0
0001090425:2019:FY,LAMR,2019,0.0,673000.0,372784000.0,372784000.0,0.0,0.0
0001090425:2020:FY,LAMR,2020,0.0,249000.0,243635000.0,243635000.0,0.0,0.0
0001090425:2021:FY,LAMR,2021,0.0,-79000.0,388011000.0,388011000.0,0.0,0.0
0000057515:2012:FY,LANC,2012,0.0,90689000.0,90689000.0,90689000.0,0.0,0.0
0000057515:2013:FY,LANC,2013,0.0,113020000.0,113020000.0,113020000.0,0.0,0.0
0000057515:2014:FY,LANC,2014,0.0,75316000.0,75316000.0,75316000.0,0.0,0.0
0000057515:2015:FY,LANC,2015,0.0,99690000.0,99690000.0,99690000.0,0.0,0.0
0000057515:2016:FY,LANC,2016,0.0,120471000.0,120471000.0,120471000.0,0.0,0.0
0000057515:2017:FY,LANC,2017,0.0,117728000.0,117728000.0,117728000.0,0.0,0.0
0000057515:2018:FY,LANC,2018,0.0,137880000.0,137880000.0,137880000.0,0.0,0.0
0000057515:2019:FY,LANC,2019,0.0,148500000.0,148500000.0,148500000.0,0.0,0.0
0000057515:2020:FY,LANC,2020,0.0,135221000.0,135221000.0,135221000.0,0.0,0.0
0000057515:2021:FY,LANC,2021,0.0,146149000.0,146149000.0,146149000.0,0.0,0.0
0000057515:2022:FY,LANC,2022,0.0,86667000.0,86667000.0,86667000.0,0.0,0.0
0001495240:2013:FY,LAND,2013,0.0,0.0,-1224683.0,-1224683.0,0.0,0.0
0001495240:2014:FY,LAND,2014,0.0,0.0,-125133.0,-125133.0,0.0,0.0
0001495240:2015:FY,LAND,2015,0.0,0.0,568545.0,568545.0,0.0,0.0
0001495240:2016:FY,LAND,2016,0.0,0.0,473488.0,473488.0,0.0,0.0
0001495240:2017:FY,LAND,2017,0.0,0.0,-34000.0,-34000.0,0.0,0.0
0001495240:2018:FY,LAND,2018,0.0,0.0,2766000.0,2766000.0,0.0,0.0
0001495240:2019:FY,LAND,2019,0.0,-390000.0,1351000.0,1351000.0,0.0,0.0
0001495240:2020:FY,LAND,2020,0.0,-1110000.0,3816000.0,3816000.0,0.0,0.0
0001495240:2021:FY,LAND,2021,0.0,464000.0,3959000.0,3959000.0,0.0,0.0
0001124796:2018:FY,LASR,2018,0.0,12500000.0,12500000.0,12500000.0,0.0,0.0
0001124796:2019:FY,LASR,2019,0.0,-13412000.0,-13412000.0,-13412000.0,0.0,0.0
0001124796:2020:FY,LASR,2020,0.0,-18506000.0,-18506000.0,-18506000.0,0.0,0.0
0001124796:2021:FY,LASR,2021,0.0,-29997000.0,-29997000.0,-29997000.0,0.0,0.0
0000912766:2017:FY,LAUR,2017,4570000.0,129934000.0,223698000.0,219128000.0,0.0,0.0
0000912766:2018:FY,LAUR,2018,1355000.0,-186647000.0,184283000.0,182928000.0,0.0,0.0
0000912766:2019:FY,LAUR,2019,-953000.0,38581000.0,976245000.0,977198000.0,0.0,0.0
0000912766:2020:FY,LAUR,2020,-4739000.0,132627000.0,-486075000.0,-481336000.0,0.0,0.0
0000912766:2021:FY,LAUR,2021,11327000.0,421770000.0,625555000.0,614228000.0,0.0,0.0
0001625641:2021:FY,LAW,2021,0.0,0.0,-24344000.0,-24344000.0,0.0,0.0
0001311370:2011:FY,LAZ,2011,0.0,-44462000.0,146097000.0,146097000.0,0.0,0.0
0001311370:2012:FY,LAZ,2012,8315000.0,-19158000.0,73627000.0,-19158000.0,65312000.0,-1092000.0
0001311370:2013:FY,LAZ,2013,4769000.0,-21929000.0,143185000.0,138416000.0,0.0,0.0
0001311370:2014:FY,LAZ,2014,6785000.0,-67205000.0,366858000.0,360073000.0,-67762000.0,0.0
0001311370:2015:FY,LAZ,2015,6559000.0,-33590000.0,959342000.0,952783000.0,-33590000.0,0.0
0001311370:2016:FY,LAZ,2016,5993000.0,-79867000.0,313825000.0,307832000.0,-79866000.0,0.0
0001311370:2017:FY,LAZ,2017,6265000.0,81705000.0,341552000.0,335287000.0,0.0,0.0
0001311370:2018:FY,LAZ,2018,5323000.0,-41301000.0,491148000.0,485825000.0,0.0,0.0
0001311370:2019:FY,LAZ,2019,11216000.0,-19830000.0,277886000.0,266670000.0,0.0,0.0
0001311370:2020:FY,LAZ,2020,233000.0,55282000.0,457974000.0,457741000.0,0.0,0.0
0001311370:2021:FY,LAZ,2021,14481000.0,14521000.0,557066000.0,542585000.0,0.0,0.0
0001758057:2020:FY,LAZR,2020,0.0,-362263000.0,-362263000.0,-362263000.0,35000.0,0.0
0001758057:2021:FY,LAZR,2021,0.0,-238928000.0,-238928000.0,-238928000.0,-942000.0,0.0
0000846901:2011:FY,LBAI,2011,0.0,24395000.0,24395000.0,24395000.0,0.0,0.0
0000846901:2012:FY,LBAI,2012,0.0,22807000.0,22807000.0,22807000.0,1065000.0,0.0
0000846901:2013:FY,LBAI,2013,0.0,-8611000.0,16358000.0,16358000.0,-8611000.0,0.0
0000846901:2014:FY,LBAI,2014,0.0,6198000.0,37327000.0,37327000.0,0.0,0.0
0000846901:2015:FY,LBAI,2015,0.0,-373000.0,32108000.0,32108000.0,0.0,0.0
0000846901:2016:FY,LBAI,2016,0.0,-557000.0,40961000.0,40961000.0,0.0,0.0
0000846901:2017:FY,LBAI,2017,0.0,-2522000.0,50058000.0,50058000.0,0.0,0.0
0000846901:2018:FY,LBAI,2018,0.0,-3446000.0,59955000.0,59955000.0,0.0,0.0
0000846901:2019:FY,LBAI,2019,0.0,10086000.0,80758000.0,80758000.0,10086000.0,0.0
0000846901:2020:FY,LBAI,2020,0.0,66667000.0,66667000.0,66667000.0,9149000.0,0.0
0000846901:2021:FY,LBAI,2021,0.0,86908000.0,86908000.0,86908000.0,-8133000.0,0.0
0001475348:2018:FY,LBC,2018,0.0,45272000.0,45272000.0,45272000.0,212000.0,0.0
0001475348:2019:FY,LBC,2019,0.0,54945000.0,54945000.0,54945000.0,0.0,0.0
0001475348:2020:FY,LBC,2020,0.0,45205000.0,45205000.0,45205000.0,0.0,0.0
0001475348:2021:FY,LBC,2021,0.0,81104000.0,81104000.0,81104000.0,0.0,0.0
0001611983:2016:FY,LBRDA,2016,0.0,-1249000.0,916054000.0,916054000.0,0.0,0.0
0001611983:2017:FY,LBRDA,2017,0.0,768000.0,2034435000.0,2034435000.0,0.0,0.0
0001611983:2018:FY,LBRDA,2018,0.0,-646000.0,69307000.0,69307000.0,0.0,0.0
0001611983:2019:FY,LBRDA,2019,0.0,380000.0,117596000.0,117596000.0,0.0,0.0
0001611983:2020:FY,LBRDA,2020,-11000.0,7278000.0,404886000.0,404897000.0,0.0,0.0
0001611983:2021:FY,LBRDA,2021,0.0,-1000000.0,731000000.0,731000000.0,0.0,0.0
0001694028:2018:FY,LBRT,2018,0.0,0.0,249033000.0,249033000.0,0.0,0.0
0001694028:2019:FY,LBRT,2019,0.0,0.0,74864000.0,74864000.0,0.0,0.0
0001694028:2020:FY,LBRT,2020,0.0,0.0,-160674000.0,-160674000.0,0.0,0.0
0001694028:2021:FY,LBRT,2021,-7556000.0,-102000.0,-187106000.0,-179550000.0,0.0,0.0
0001409970:2014:FY,LC,2014,0.0,0.0,-32894000.0,-32894000.0,0.0,0.0
0001409970:2015:FY,LC,2015,0.0,-6666000.0,-6666000.0,-6666000.0,-1671000.0,0.0
0001409970:2016:FY,LC,2016,0.0,-145065000.0,-145065000.0,-145065000.0,904000.0,0.0
0001409970:2017:FY,LC,2017,13000.0,775000.0,-153060000.0,-153073000.0,762000.0,13000.0
0001409970:2018:FY,LC,2018,7000.0,169000.0,-128139000.0,-128146000.0,162000.0,7000.0
0001409970:2019:FY,LC,2019,-20000.0,-742000.0,-31487000.0,-31467000.0,-722000.0,-20000.0
0001409970:2020:FY,LC,2020,0.0,2049000.0,-185489000.0,-185489000.0,2049000.0,0.0
0001409970:2021:FY,LC,2021,0.0,5562000.0,24142000.0,24142000.0,5562000.0,0.0
0001811210:2021:FY,LCID,2021,0.0,-2579761000.0,-2579761000.0,-2579761000.0,0.0,0.0
0000763744:2017:FY,LCII,2017,0.0,137121000.0,137121000.0,137121000.0,0.0,0.0
0000763744:2018:FY,LCII,2018,0.0,-5044000.0,143507000.0,143507000.0,0.0,0.0
