,ticker,fiscal_year,net_cash_flow_from_operating_activities_continuing,net_cash_flow_from_investing_activities_continuing,net_cash_flow_from_financing_activities,exchange_gains_losses,net_cash_flow_from_investing_activities,net_cash_flow_from_financing_activities_continuing,net_cash_flow,net_cash_flow_continuing,net_cash_flow_from_operating_activities,net_cash_flow_from_operating_activities_discontinued,net_cash_flow_discontinued,net_cash_flow_from_investing_activities_discontinued,net_cash_flow_from_financing_activities_discontinued
0001399520:2021:FY,STKS,2021,30966000.0,-11467000.0,-20275000.0,5000.0,-11467000.0,-20275000.0,-771000.0,-776000.0,30966000.0,0.0,0.0,0.0,0.0
0001022671:2010:FY,STLD,2010,169307000.0,-149078000.0,157276000.0,0.0,-149078000.0,157276000.0,177505000.0,177505000.0,169307000.0,0.0,0.0,0.0,0.0
0001022671:2011:FY,STLD,2011,486355000.0,-235837000.0,-46270000.0,0.0,-235837000.0,-46270000.0,204248000.0,204248000.0,486355000.0,0.0,0.0,0.0,0.0
0001022671:2012:FY,STLD,2012,445694000.0,-191601000.0,-268937000.0,0.0,-191601000.0,-268937000.0,-14844000.0,-14844000.0,445694000.0,0.0,0.0,0.0,0.0
0001022671:2013:FY,STLD,2013,312175000.0,-152845000.0,-140091000.0,0.0,-152845000.0,-140091000.0,19239000.0,19239000.0,312175000.0,0.0,0.0,0.0,0.0
0001022671:2014:FY,STLD,2014,617572000.0,-1747267000.0,1095902000.0,0.0,-1747267000.0,1095902000.0,-33793000.0,-33793000.0,617572000.0,0.0,0.0,0.0,0.0
0001022671:2015:FY,STLD,2015,1038483000.0,-149627000.0,-523187000.0,0.0,-149627000.0,-523187000.0,365669000.0,365669000.0,1038483000.0,0.0,0.0,0.0,0.0
0001022671:2016:FY,STLD,2016,852769000.0,-312893000.0,-425425000.0,0.0,-312893000.0,-425425000.0,114451000.0,114451000.0,852769000.0,0.0,0.0,0.0,0.0
0001022671:2017:FY,STLD,2017,739606000.0,-139105000.0,-413335000.0,0.0,-139105000.0,-413335000.0,187166000.0,187166000.0,739606000.0,0.0,0.0,0.0,0.0
0001022671:2018:FY,STLD,2018,1415469000.0,-895264000.0,-720867000.0,0.0,-895264000.0,-720867000.0,-200662000.0,-200662000.0,1415469000.0,0.0,0.0,0.0,0.0
0001022671:2019:FY,STLD,2019,1396290000.0,-576686000.0,-266630000.0,0.0,-576686000.0,-266630000.0,552974000.0,552974000.0,1396290000.0,0.0,0.0,0.0,0.0
0001022671:2020:FY,STLD,2020,987032000.0,-993259000.0,-7048000.0,0.0,-993259000.0,-7048000.0,-13275000.0,-13275000.0,987032000.0,0.0,0.0,0.0,0.0
0001022671:2021:FY,STLD,2021,2204136000.0,-999420000.0,-1329469000.0,0.0,-999420000.0,-1329469000.0,-124753000.0,-124753000.0,2204136000.0,0.0,0.0,0.0,0.0
0001623526:2019:FY,STOK,2019,-31055000.0,-1634000.0,149762000.0,0.0,-1634000.0,149762000.0,117073000.0,117073000.0,-31055000.0,0.0,0.0,0.0,0.0
0001623526:2020:FY,STOK,2020,-42221000.0,-1050000.0,108108000.0,0.0,-1050000.0,108108000.0,64837000.0,64837000.0,-42221000.0,0.0,0.0,0.0,0.0
0001623526:2021:FY,STOK,2021,-66907000.0,-76426000.0,1284000.0,0.0,-76426000.0,1284000.0,-142049000.0,-142049000.0,-66907000.0,0.0,0.0,0.0,0.0
0001286131:2011:FY,STON,2011,5466000.0,-29186000.0,28243000.0,0.0,-29186000.0,28243000.0,4523000.0,4523000.0,5466000.0,0.0,0.0,0.0,0.0
0001286131:2012:FY,STON,2012,31896000.0,-39948000.0,3940000.0,0.0,-39948000.0,3940000.0,-4112000.0,-4112000.0,31896000.0,0.0,0.0,0.0,0.0
0001286131:2013:FY,STON,2013,35077000.0,-26697000.0,-4151000.0,0.0,-26697000.0,-4151000.0,4229000.0,4229000.0,35077000.0,0.0,0.0,0.0,0.0
0001286131:2014:FY,STON,2014,19448000.0,-123658000.0,102436000.0,0.0,-123658000.0,102436000.0,-1774000.0,-1774000.0,19448000.0,0.0,0.0,0.0,0.0
0001286131:2015:FY,STON,2015,4062000.0,-34139000.0,34829000.0,0.0,-34139000.0,34829000.0,4752000.0,4752000.0,4062000.0,0.0,0.0,0.0,0.0
0001286131:2016:FY,STON,2016,22767000.0,-19129000.0,-6221000.0,0.0,-19129000.0,-6221000.0,-2583000.0,-2583000.0,22767000.0,0.0,0.0,0.0,0.0
0001286131:2017:FY,STON,2017,14976000.0,-8921000.0,-11804000.0,0.0,-8921000.0,-11804000.0,-5749000.0,-5749000.0,14976000.0,0.0,0.0,0.0,0.0
0001286131:2018:FY,STON,2018,26457000.0,-12563000.0,-2568000.0,0.0,-12563000.0,-2568000.0,11326000.0,11326000.0,26457000.0,0.0,0.0,0.0,0.0
0001753886:2020:FY,STON,2020,1360000.0,50983000.0,-49020000.0,0.0,50983000.0,-49020000.0,3323000.0,3323000.0,1360000.0,0.0,0.0,0.0,0.0
0001753886:2021:FY,STON,2021,2626000.0,-5016000.0,42597000.0,0.0,-5016000.0,42597000.0,40207000.0,40207000.0,2626000.0,0.0,0.0,0.0,0.0
0001538990:2015:FY,STOR,2015,185897000.0,-1177814000.0,922719000.0,0.0,-1177814000.0,922719000.0,-69198000.0,-69198000.0,185897000.0,0.0,0.0,0.0,0.0
0001538990:2016:FY,STOR,2016,246304000.0,-1130373000.0,873797000.0,0.0,-1130373000.0,873797000.0,-10272000.0,-10272000.0,246304000.0,0.0,0.0,0.0,0.0
0001538990:2017:FY,STOR,2017,309425000.0,-1100871000.0,767458000.0,0.0,-1100871000.0,767458000.0,-23988000.0,-23988000.0,309425000.0,0.0,0.0,0.0,0.0
0001538990:2018:FY,STOR,2018,391678000.0,-1367038000.0,969199000.0,0.0,-1367038000.0,969199000.0,-6161000.0,-6161000.0,391678000.0,0.0,0.0,0.0,0.0
0001538990:2019:FY,STOR,2019,458334000.0,-1249813000.0,859843000.0,0.0,-1249813000.0,859843000.0,68364000.0,68364000.0,458334000.0,0.0,0.0,0.0,0.0
0001538990:2020:FY,STOR,2020,431586000.0,-811857000.0,445466000.0,0.0,-811857000.0,445466000.0,65195000.0,65195000.0,431586000.0,0.0,0.0,0.0,0.0
0001538990:2021:FY,STOR,2021,583373000.0,-1129819000.0,439919000.0,0.0,-1129819000.0,439919000.0,-106527000.0,-106527000.0,583373000.0,0.0,0.0,0.0,0.0
0000751652:2009:FY,STR,2009,1578200000.0,-1484100000.0,-87200000.0,0.0,-1484100000.0,-87200000.0,6900000.0,6900000.0,1578200000.0,0.0,0.0,0.0,0.0
0000068589:2011:FY,STR,2011,489000000.0,-370900000.0,-128300000.0,0.0,-370900000.0,-128300000.0,-10200000.0,-10200000.0,489000000.0,0.0,0.0,0.0,0.0
0000068589:2012:FY,STR,2012,467700000.0,-365300000.0,-97200000.0,0.0,-365300000.0,-97200000.0,5200000.0,5200000.0,467700000.0,0.0,0.0,0.0,0.0
0000751652:2013:FY,STR,2013,502100000.0,-508000000.0,5100000.0,0.0,-508000000.0,5100000.0,-800000.0,-800000.0,502100000.0,0.0,0.0,0.0,0.0
0000751652:2014:FY,STR,2014,443600000.0,-366800000.0,-60800000.0,0.0,-366800000.0,-60800000.0,16000000.0,16000000.0,443600000.0,0.0,0.0,0.0,0.0
0000751652:2015:FY,STR,2015,411400000.0,-335500000.0,-82900000.0,0.0,-335500000.0,-82900000.0,-7000000.0,-7000000.0,411400000.0,0.0,0.0,0.0,0.0
0001013934:2010:FY,STRA,2010,162821000.0,-5874000.0,-156798000.0,0.0,-5874000.0,-156798000.0,149000.0,149000.0,162821000.0,0.0,0.0,0.0,0.0
0001013934:2011:FY,STRA,2011,154363000.0,-24605000.0,-136728000.0,0.0,-24605000.0,-136728000.0,-6970000.0,-6970000.0,154363000.0,0.0,0.0,0.0,0.0
0001013934:2012:FY,STRA,2012,82062000.0,-24733000.0,-66949000.0,0.0,-24733000.0,-66949000.0,-9620000.0,-9620000.0,82062000.0,0.0,0.0,0.0,0.0
0001013934:2013:FY,STRA,2013,84093000.0,-8726000.0,-28124000.0,0.0,-8726000.0,-28124000.0,47243000.0,47243000.0,84093000.0,0.0,0.0,0.0,0.0
0001013934:2014:FY,STRA,2014,77550000.0,-6902000.0,-3125000.0,0.0,-6902000.0,-3125000.0,67523000.0,67523000.0,77550000.0,0.0,0.0,0.0,0.0
0001013934:2015:FY,STRA,2015,76898000.0,-12692000.0,-119600000.0,0.0,-12692000.0,-119600000.0,-55394000.0,-55394000.0,76898000.0,0.0,0.0,0.0,0.0
0001013934:2016:FY,STRA,2016,44510000.0,-20796000.0,-1358000.0,0.0,-20796000.0,-1358000.0,22356000.0,22356000.0,44510000.0,0.0,0.0,0.0,0.0
0001013934:2017:FY,STRA,2017,56155000.0,-18051000.0,-11416000.0,0.0,-18051000.0,-11416000.0,26688000.0,26688000.0,56155000.0,0.0,0.0,0.0,0.0
0001013934:2018:FY,STRA,2018,46867000.0,130137000.0,-21215000.0,0.0,130137000.0,-21215000.0,155789000.0,155789000.0,46867000.0,0.0,0.0,0.0,0.0
0001013934:2019:FY,STRA,2019,202146000.0,-38066000.0,-55820000.0,0.0,-38066000.0,-55820000.0,108260000.0,108260000.0,202146000.0,0.0,0.0,0.0,0.0
0001013934:2020:FY,STRA,2020,142905000.0,-642192000.0,279187000.0,1623000.0,-642192000.0,279187000.0,-218477000.0,-220100000.0,142905000.0,0.0,0.0,0.0,0.0
0001013934:2021:FY,STRA,2021,180527000.0,-33094000.0,-67888000.0,-2353000.0,-33094000.0,-67888000.0,77192000.0,79545000.0,180527000.0,0.0,0.0,0.0,0.0
0001014041:2011:FY,STRC,2011,8015000.0,-10505000.0,3025000.0,0.0,-10505000.0,3025000.0,535000.0,535000.0,8015000.0,0.0,0.0,0.0,0.0
0001826681:2021:FY,STRC,2021,-42103000.0,-4688000.0,230241000.0,0.0,-4688000.0,230241000.0,183450000.0,183450000.0,-42103000.0,0.0,0.0,0.0,0.0
0000874238:2011:FY,STRL,2011,20988000.0,-42706000.0,-11352000.0,0.0,-42706000.0,-11352000.0,-33070000.0,-33070000.0,20988000.0,0.0,0.0,0.0,0.0
0000874238:2012:FY,STRL,2012,24789000.0,-51532000.0,13514000.0,0.0,-51532000.0,13514000.0,-13229000.0,-13229000.0,24789000.0,0.0,0.0,0.0,0.0
0000874238:2013:FY,STRL,2013,-21562000.0,40123000.0,-19831000.0,0.0,40123000.0,-19831000.0,-1270000.0,-1270000.0,-21562000.0,0.0,0.0,0.0,0.0
0000874238:2014:FY,STRL,2014,-10513000.0,-7431000.0,38915000.0,0.0,-7431000.0,38915000.0,20971000.0,20971000.0,-10513000.0,0.0,0.0,0.0,0.0
0000874238:2015:FY,STRL,2015,8969000.0,-4488000.0,-22898000.0,0.0,-4488000.0,-22898000.0,-18417000.0,-18417000.0,8969000.0,0.0,0.0,0.0,0.0
0000874238:2016:FY,STRL,2016,44499000.0,-8174000.0,2034000.0,0.0,-8174000.0,2034000.0,38359000.0,38359000.0,44499000.0,0.0,0.0,0.0,0.0
0000874238:2017:FY,STRL,2017,23009000.0,-55897000.0,74056000.0,0.0,-55897000.0,74056000.0,41168000.0,41168000.0,23009000.0,0.0,0.0,0.0,0.0
0000874238:2018:FY,STRL,2018,39474000.0,-11382000.0,-17950000.0,0.0,-11382000.0,-17950000.0,10142000.0,10142000.0,39474000.0,0.0,0.0,0.0,0.0
0000874238:2019:FY,STRL,2019,41093000.0,-410386000.0,320931000.0,0.0,-410386000.0,320931000.0,-48362000.0,-48362000.0,41093000.0,0.0,0.0,0.0,0.0
0000874238:2020:FY,STRL,2020,119283000.0,-30491000.0,-68340000.0,0.0,-30491000.0,-68340000.0,20452000.0,20452000.0,119283000.0,0.0,0.0,0.0,0.0
0000874238:2021:FY,STRL,2021,151594000.0,-223449000.0,87906000.0,0.0,-223449000.0,87906000.0,16051000.0,16051000.0,151594000.0,0.0,0.0,0.0,0.0
0001382101:2018:FY,STRO,2018,12683000.0,-80190000.0,170785000.0,0.0,-80190000.0,170785000.0,103278000.0,103278000.0,12683000.0,0.0,0.0,0.0,0.0
0001382101:2019:FY,STRO,2019,-65023000.0,-51131000.0,-4184000.0,0.0,-51131000.0,-4184000.0,-120338000.0,-120338000.0,-65023000.0,0.0,0.0,0.0,0.0
0001382101:2020:FY,STRO,2020,-67802000.0,604000.0,269247000.0,0.0,604000.0,269247000.0,202049000.0,202049000.0,-67802000.0,0.0,0.0,0.0,0.0
0001382101:2021:FY,STRO,2021,-81679000.0,-97315000.0,3256000.0,0.0,-97315000.0,3256000.0,-175738000.0,-175738000.0,-81679000.0,0.0,0.0,0.0,0.0
0000885508:2011:FY,STRS,2011,35902000.0,-18158000.0,-21389000.0,0.0,-18158000.0,-21389000.0,-3645000.0,-3645000.0,35902000.0,0.0,0.0,0.0,0.0
0000885508:2012:FY,STRS,2012,21292000.0,517000.0,-17110000.0,0.0,517000.0,-17110000.0,4699000.0,4699000.0,21292000.0,0.0,0.0,0.0,0.0
0000885508:2013:FY,STRS,2013,55941000.0,-3486000.0,-43932000.0,0.0,-3486000.0,-43932000.0,8523000.0,8523000.0,55941000.0,0.0,0.0,0.0,0.0
0000885508:2014:FY,STRS,2014,-21562000.0,-2735000.0,32635000.0,0.0,-2735000.0,32635000.0,8338000.0,8338000.0,-21562000.0,0.0,0.0,0.0,0.0
0000885508:2015:FY,STRS,2015,-1790000.0,-12590000.0,1771000.0,0.0,-12590000.0,1771000.0,-12609000.0,-12609000.0,-1790000.0,0.0,0.0,0.0,0.0
0000885508:2016:FY,STRS,2016,-3720000.0,-28247000.0,28528000.0,0.0,-28247000.0,28528000.0,-3439000.0,-3439000.0,-3720000.0,0.0,0.0,0.0,0.0
0000885508:2017:FY,STRS,2017,10253000.0,70581000.0,-79820000.0,0.0,70581000.0,-79820000.0,1014000.0,1014000.0,10253000.0,0.0,0.0,0.0,0.0
0000885508:2018:FY,STRS,2018,-31889000.0,-64018000.0,95436000.0,0.0,-64018000.0,95436000.0,-471000.0,-471000.0,-31889000.0,0.0,0.0,0.0,0.0
0000885508:2019:FY,STRS,2019,-2360000.0,-63882000.0,65915000.0,0.0,-63882000.0,65915000.0,-327000.0,-327000.0,-2360000.0,0.0,0.0,0.0,0.0
0000885508:2020:FY,STRS,2020,-4058000.0,-7822000.0,7472000.0,0.0,-7822000.0,7472000.0,-4408000.0,-4408000.0,-4058000.0,0.0,0.0,0.0,0.0
0000885508:2021:FY,STRS,2021,-53610000.0,188940000.0,-99374000.0,0.0,188940000.0,-99374000.0,35956000.0,35956000.0,-53610000.0,0.0,0.0,0.0,0.0
0000093751:2009:FY,STT,2009,-4269000000.0,31632000000.0,-27903000000.0,0.0,31632000000.0,-27903000000.0,-540000000.0,-540000000.0,-4269000000.0,0.0,0.0,0.0,0.0
0000093751:2011:FY,STT,2011,3374000000.0,-53895000000.0,49403000000.0,0.0,-53895000000.0,49403000000.0,-1118000000.0,-1118000000.0,3374000000.0,0.0,0.0,0.0,0.0
0000093751:2012:FY,STT,2012,1826000000.0,-4591000000.0,3162000000.0,0.0,-4591000000.0,3162000000.0,397000000.0,397000000.0,1826000000.0,0.0,0.0,0.0,0.0
0000093751:2013:FY,STT,2013,-1974000000.0,-14085000000.0,16689000000.0,0.0,-14085000000.0,16689000000.0,630000000.0,630000000.0,-1974000000.0,0.0,0.0,0.0,0.0
0000093751:2014:FY,STT,2014,-561000000.0,-28492000000.0,27688000000.0,0.0,-28492000000.0,27688000000.0,-1365000000.0,-1365000000.0,-561000000.0,0.0,0.0,0.0,0.0
0000093751:2015:FY,STT,2015,-1403000000.0,24995000000.0,-24240000000.0,0.0,24995000000.0,-24240000000.0,-648000000.0,-648000000.0,-1403000000.0,0.0,0.0,0.0,0.0
0000093751:2016:FY,STT,2016,2290000000.0,4230000000.0,-6413000000.0,0.0,4230000000.0,-6413000000.0,107000000.0,107000000.0,2290000000.0,0.0,0.0,0.0,0.0
0000093751:2017:FY,STT,2017,6933000000.0,48000000.0,-6188000000.0,0.0,48000000.0,-6188000000.0,793000000.0,793000000.0,6933000000.0,0.0,0.0,0.0,0.0
0000093751:2018:FY,STT,2018,10457000000.0,-4496000000.0,-4471000000.0,0.0,-4496000000.0,-4471000000.0,1490000000.0,1490000000.0,10457000000.0,0.0,0.0,0.0,0.0
0000093751:2019:FY,STT,2019,5690000000.0,-2626000000.0,-2974000000.0,0.0,-2626000000.0,-2974000000.0,90000000.0,90000000.0,5690000000.0,0.0,0.0,0.0,0.0
0000093751:2020:FY,STT,2020,3532000000.0,-65534000000.0,62167000000.0,0.0,-65534000000.0,62167000000.0,165000000.0,165000000.0,3532000000.0,0.0,0.0,0.0,0.0
0000093751:2021:FY,STT,2021,-6710000000.0,-2172000000.0,9046000000.0,0.0,-2172000000.0,9046000000.0,164000000.0,164000000.0,-6710000000.0,0.0,0.0,0.0,0.0
0001465128:2011:FY,STWD,2011,79404000.0,-1002058000.0,809827000.0,0.0,-1002058000.0,809827000.0,-112827000.0,-112827000.0,79404000.0,0.0,0.0,0.0,0.0
0001465128:2012:FY,STWD,2012,265582000.0,-1188665000.0,986727000.0,0.0,-1188665000.0,986727000.0,63644000.0,63644000.0,265582000.0,0.0,0.0,0.0,0.0
0001465128:2013:FY,STWD,2013,326314000.0,-2827602000.0,2640162000.0,1082000.0,-2827602000.0,2640162000.0,139956000.0,138874000.0,326314000.0,0.0,0.0,0.0,0.0
0001465128:2014:FY,STWD,2014,220709000.0,-1714830000.0,1437513000.0,-5832000.0,-1714830000.0,1437513000.0,-62440000.0,-56608000.0,220709000.0,0.0,0.0,0.0,0.0
