,ticker,fiscal_year,net_cash_flow_from_operating_activities_continuing,net_cash_flow_from_investing_activities_continuing,net_cash_flow_from_financing_activities,exchange_gains_losses,net_cash_flow_from_investing_activities,net_cash_flow_from_financing_activities_continuing,net_cash_flow,net_cash_flow_continuing,net_cash_flow_from_operating_activities,net_cash_flow_from_operating_activities_discontinued,net_cash_flow_discontinued,net_cash_flow_from_investing_activities_discontinued,net_cash_flow_from_financing_activities_discontinued
0001666071:2018:FY,CDLX,2018,-18995000.0,-7342000.0,65191000.0,-246000.0,-7342000.0,65191000.0,38608000.0,38854000.0,-18995000.0,0.0,0.0,0.0,0.0
0001666071:2019:FY,CDLX,2019,11457000.0,-11020000.0,44179000.0,101000.0,-11020000.0,44179000.0,44717000.0,44616000.0,11457000.0,0.0,0.0,0.0,0.0
0001666071:2020:FY,CDLX,2020,-7598000.0,-10117000.0,206430000.0,47000.0,-10117000.0,206430000.0,188762000.0,188715000.0,-7598000.0,0.0,0.0,0.0,0.0
0001666071:2021:FY,CDLX,2021,-38523000.0,-506695000.0,485998000.0,-567000.0,-506695000.0,485998000.0,-59787000.0,-59220000.0,-38523000.0,0.0,0.0,0.0,0.0
0000704562:2018:FY,CDMO,2018,-26766000.0,-19000.0,22251000.0,0.0,-19000.0,22251000.0,-4534000.0,-4534000.0,-26766000.0,0.0,0.0,0.0,0.0
0000704562:2019:FY,CDMO,2019,-7045000.0,4544000.0,-2863000.0,0.0,4544000.0,-2863000.0,-9914000.0,-5364000.0,-11595000.0,-4550000.0,-4550000.0,0.0,0.0
0000704562:2020:FY,CDMO,2020,5827000.0,-3812000.0,1096000.0,0.0,-3812000.0,1096000.0,3111000.0,3111000.0,5827000.0,0.0,0.0,0.0,0.0
0000704562:2021:FY,CDMO,2021,31182000.0,-9864000.0,112335000.0,0.0,-9864000.0,112335000.0,133653000.0,133653000.0,31182000.0,0.0,0.0,0.0,0.0
0000704562:2022:FY,CDMO,2022,9465000.0,-56411000.0,3197000.0,0.0,-56411000.0,3197000.0,-43749000.0,-43749000.0,9465000.0,0.0,0.0,0.0,0.0
0001217234:2014:FY,CDNA,2014,-3350000.0,-1333000.0,35986000.0,0.0,-1333000.0,35986000.0,31303000.0,31303000.0,-3350000.0,0.0,0.0,0.0,0.0
0001217234:2015:FY,CDNA,2015,-9752000.0,-1199000.0,4408000.0,0.0,-1199000.0,4408000.0,-6543000.0,-6543000.0,-9752000.0,0.0,0.0,0.0,0.0
0001217234:2016:FY,CDNA,2016,-16523000.0,-21117000.0,24927000.0,83000.0,-21117000.0,24927000.0,-12630000.0,-12713000.0,-16523000.0,0.0,0.0,0.0,0.0
0001217234:2017:FY,CDNA,2017,-14307000.0,-6164000.0,20004000.0,104000.0,-6164000.0,20004000.0,-363000.0,-467000.0,-14307000.0,0.0,0.0,0.0,0.0
0001217234:2018:FY,CDNA,2018,-4007000.0,-7929000.0,50268000.0,0.0,-7929000.0,50268000.0,38332000.0,38332000.0,-4007000.0,0.0,0.0,0.0,0.0
0001217234:2019:FY,CDNA,2019,-2769000.0,-22579000.0,-132000.0,0.0,-22579000.0,-132000.0,-25480000.0,-25480000.0,-2769000.0,0.0,0.0,0.0,0.0
0001217234:2020:FY,CDNA,2020,33431000.0,-100394000.0,163149000.0,0.0,-100394000.0,163149000.0,96186000.0,96186000.0,33431000.0,0.0,0.0,0.0,0.0
0001217234:2021:FY,CDNA,2021,-19294000.0,47712000.0,185642000.0,0.0,47712000.0,185642000.0,214060000.0,214060000.0,-19294000.0,0.0,0.0,0.0,0.0
0000813672:2011:FY,CDNS,2011,240342000.0,-56497000.0,-144804000.0,5152000.0,-56497000.0,-144804000.0,44193000.0,39041000.0,240342000.0,0.0,0.0,0.0,0.0
0000813672:2012:FY,CDNS,2012,315994000.0,-201240000.0,15833000.0,-5832000.0,-201240000.0,15833000.0,124755000.0,130587000.0,315994000.0,0.0,0.0,0.0,0.0
0000813672:2013:FY,CDNS,2013,367605000.0,-426895000.0,-116291000.0,-14516000.0,-426895000.0,-116291000.0,-190097000.0,-175581000.0,367605000.0,0.0,0.0,0.0,0.0
0000813672:2014:FY,CDNS,2014,316722000.0,-198015000.0,288965000.0,-11771000.0,-198015000.0,288965000.0,395901000.0,407672000.0,316722000.0,0.0,0.0,0.0,0.0
0000813672:2016:FY,CDNS,2016,444879000.0,1357000.0,-592697000.0,-4993000.0,1357000.0,-592697000.0,-151454000.0,-146461000.0,444879000.0,0.0,0.0,0.0,0.0
0000813672:2017:FY,CDNS,2017,470740000.0,-191209000.0,-70147000.0,13471000.0,-191209000.0,-70147000.0,222855000.0,209384000.0,470740000.0,0.0,0.0,0.0,0.0
0000813672:2018:FY,CDNS,2018,604751000.0,-173845000.0,-567939000.0,-17756000.0,-173845000.0,-567939000.0,-154789000.0,-137033000.0,604751000.0,0.0,0.0,0.0,0.0
0000813672:2019:FY,CDNS,2019,729600000.0,-105708000.0,-443886000.0,-8094000.0,-105708000.0,-443886000.0,171912000.0,180006000.0,729600000.0,0.0,0.0,0.0,0.0
0000813672:2020:FY,CDNS,2020,904922000.0,-292158000.0,-415289000.0,25747000.0,-292158000.0,-415289000.0,223222000.0,197475000.0,904922000.0,0.0,0.0,0.0,0.0
0000761648:2011:FY,CDR,2011,39246000.0,-64241000.0,22899000.0,0.0,-64241000.0,22899000.0,-2096000.0,-2096000.0,39246000.0,0.0,0.0,0.0,0.0
0000761648:2012:FY,CDR,2012,50588000.0,50114000.0,-105250000.0,0.0,50114000.0,-105250000.0,-4548000.0,-4548000.0,50588000.0,0.0,0.0,0.0,0.0
0000761648:2013:FY,CDR,2013,49676000.0,-15254000.0,-37971000.0,0.0,-15254000.0,-37971000.0,-3549000.0,-3549000.0,49676000.0,0.0,0.0,0.0,0.0
0000761648:2014:FY,CDR,2014,50885000.0,49116000.0,-100475000.0,0.0,49116000.0,-100475000.0,-474000.0,-474000.0,50885000.0,0.0,0.0,0.0,0.0
0000761648:2015:FY,CDR,2015,59136000.0,-47876000.0,-12676000.0,0.0,-47876000.0,-12676000.0,-1416000.0,-1416000.0,59136000.0,0.0,0.0,0.0,0.0
0000761648:2016:FY,CDR,2016,57525000.0,51064000.0,-107790000.0,0.0,51064000.0,-107790000.0,799000.0,799000.0,57525000.0,0.0,0.0,0.0,0.0
0000761648:2017:FY,CDR,2017,57526000.0,-46437000.0,-10269000.0,0.0,-46437000.0,-10269000.0,820000.0,820000.0,57526000.0,0.0,0.0,0.0,0.0
0000761648:2018:FY,CDR,2018,57900000.0,-14938000.0,-48204000.0,0.0,-14938000.0,-48204000.0,-5242000.0,-5242000.0,57900000.0,0.0,0.0,0.0,0.0
